nodes	trait1
n21440	25.9685112339217
n21441	28.0538497524245
n21442	29.1463217376056
internal_node_3784	29.4874995776576
internal_node_3790	32.7823022194908
n21449	30.412027778876
n21451	28.6349048461433
n21454	28.8717112804784
n21457	26.0704781553521
n21458	23.3559597777111
n21460	26.4902614385587
n21462	26.7577500115118
n21472	28.8910160846631
n21474	25.5658322428131
n21484	26.0909090909091
n21527	26.0149820750174
n21528	26.1313937118724
n21560	19.12
n21565	29.6235691793395
n21567	25.9575871819039
n21632	28.5712347352706
n21634	28.0552406826854
n21635	28.065489133866
n21637	29.2821454550434
n21638	27.1883668903803
n21652	29.5147679324895
n21682	33.8319467554076
n21705	35.3282555667612
n21710	32.4961995433215
n21711	33.5682508436894
n21712	30.6636151799417
n21727	31.5094786729858
n21763	37
224379+2898533	29.0106857430535
n21806	30.1155169123817
n21807	33.7179881315641
n21812	36.2175086379043
n21815	34.4785422332647
n21817	35.8407481635241
n21821	33.7618115579271
n21823	28
n21875	25.7973460343745
internal_node_4683	23.6339946698253
n21900	25.407384008064
1706375	23.0683449217325
internal_node_4754	20.9073427954494
n21904	28
n21924	14.5122418565042
n21950	25.0962638291202
internal_node_4894	28
n21962	28
n21972	23.4923825895526
n21977	28
internal_node_5001	30.3851508326885
n21987	28.8422228427814
internal_node_5071	22.7984927403932
internal_node_5075	28
n22031	16.7049102229656
n22034	25.9577205882353
n22039	32.2223154557553
n22042	34.1579533096708
n22045	33.5188994470685
n22046	32.076404494382
n22114	34.9647137722776
n22115	37
n22141	30
n22144	25.0840234067208
n22145	25.5640889856793
n22148	25.5037662169319
n22152	16.7295345656884
n22153	17.2565987910728
n22154	9.85843334747721
n22159	0
internal_node_5421	19.6131368314064
n22185	15.2164804469274
n22202	25.6056992692475
n22205	31.8209084608644
n22208	22.345243559855
internal_node_5544	28.1535367721369
n22217	30
n22233	22.6121212121212
n22241	24.4804964468914
internal_node_5649	23.8679367900557
n22244	25
n22251	22.8436253121049
internal_node_5669	25
internal_node_5676	20.3318584070797
n22259	21.1942482988579
n22262	21.7203916582154
n22263	25.3059563908946
n22264	25.8422134821132
n22265	28.6757960243502
internal_node_5701	28.957465243602
internal_node_5705	30
internal_node_5728	22.9281717678559
n22279	28
n22284	24.3540243647415
n22285	20.5733740056922
n22287	28
n22292	9.348725526413
internal_node_5794	20
2887326+468	31.6348414922699
internal_node_5820	29.7191850842496
n22309	29.610986584927
n22311	29.3378543091635
n22312	29.0761192775182
n22314	28.6221649812199
n22315	29.0696294078451
n22316	28.9749072133377
n22317	29.3405550323589
n22318	29.1877863071372
n22319	28.9517906336088
n22330	29.2411697737493
n22332	29.0329691859089
n22333	30
n22336	29.5287812624057
n22343	30
n22355	28.3655069210625
n22357	29.2422685698076
n22365	28.8847435043304
n22379	29.7441564905801
n22381	29.1353113791979
internal_node_6025	34.1635623892016
n22399	32.7003999612549
n22401	27.5497154939229
n22407	22
n22444	37
n22465	33.7619447325304
n22466	28.520505451896
568386	28.811789946423
n22469	28.6771107261865
n22474	29.1217071473541
n22475	29.9090909090909
n22482	28.9359378355088
n22484	28
135615+255526	37.3518062158128
3018589	29.027109293256
n22519	40.0490480597935
868	36.590800863506
internal_node_6342	36.4512408248864
n22526	35.1285518711036
n22527	32.7733359694262
n22528	37.146798646276
206389+2008794+75787	28.8485058768331
n22530	29.3329080728909
n22531	29.7422811607774
32003	28.657308230864
n22533	29.4643431216144
internal_node_6365	31.1535272482477
n22537	32.2899620101241
n22538	33.6953582631418
n22539	32.7797874937963
80864	30.6752152347101
n22545	28.9263259489756
n22546	27.5096162888345
n22548	25.4807566951274
n22550	22.1980154663158
n22553	20.4819513849167
internal_node_6391	26.7579317097397
internal_node_6396	28.455976650737
n22558	28.8612511831741
n22564	31.4843916456789
n22565	33.235343035343
n22618	18.599348534202
internal_node_6587	28.5831246987818
n22633	28.0376057209112
n22635	26.1629604275067
n22636	25.5696551235002
n22637	23.2061015208251
n22640	21.5549050354042
n22642	24.4893850658858
internal_node_6623	26.0787312376097
n22662	28
internal_node_6667	29.4037353288442
n22670	27.5007961783439
internal_node_6842	31.5826153667668
n22763	25
internal_node_6960	34.8121546961326
n22815	37
n22822	34.578483892497
internal_node_7075	33.4615619461695
internal_node_7081	31.6004870566056
n22830	27.7222126745781
n22835	24.3428927169765
n22837	28.2458542497756
n22844	28.571462569986
n22845	28
internal_node_7290	22.4712643678161
n22943	29.3333333333333
n23004	35.6374709673656
n23006	34.7614695144677
internal_node_7484	37
n23011	37
n23014	37
n23033	37
n23034	37
n23037	37
n23042	37
internal_node_7699	33.4217119382047
n23095	32.6770247756194
n23097	28.921357615894
internal_node_7727	37
n23110	30.2250143426057
n23112	32.2050218283486
n23116	28.5713684369642
n23120	27.1906687327361
n23123	26.4496094833041
n23124	25.5861528780507
n23127	28.0118046508275
n23128	30
n23170	20.1746246671223
n23173	27.7647108172757
n23176	25.1811823551721
n23179	28.7861649918205
n23193	22.7232704402516
n23253	29.227693634763
n23256	38.3963991608916
n23259	41.4078835993586
n23262	29.3687684019729
n23266	29.150747986191
n23274	61.6972759960108
n23275	29.975997443348
n23278	33.4557599944953
n23280	37
n23284	28.1366691560866
n23320	27.9163499224349
n23321	28.6503371006257
n23323	28.8208089548708
n23324	27.2360532283966
n23325	26.5027946830131
n23326	26.8077360637088
n23329	26.2299370399929
n23330	25.2165841584158
internal_node_8238	28.4538681948424
n23354	26.379746835443
n23387	30.495546242285
n23389	31.9112350703888
2897177	31.1304133731952
n23391	32.5437221384187
1499392	31.4831470214562
n23395	33.2844841982921
n23398	36.9530011169517
n23402	36.9406317238016
n23403	36.9140443729167
n23406	36.6829160953745
n23408	36.3902129899433
n23409	35.5838428737217
n23412	35.0262992804897
n23413	36.4224127624928
n23414	36.5169683257919
n23416	36.5
n23417	34.042646584145
n23418	36.9164031498956
n23419	36.7919664268585
internal_node_8408	36.9654650870303
n23426	36.9015752252572
n23427	36.8670493883168
n23428	36.6963956412406
n23437	37
internal_node_8511	28.9205370900286
n23534	27.3951317105702
n23538	24.8692236623261
n23540	22.6318745256767
206379	26.8703149199794
n23588	26.2548268584382
n23595	31.4600787044268
n23596	26.5695883138526
internal_node_8921	28
n23626	28.2967573768801
internal_node_8994	29.8915085810728
n23631	29.7129945059518
n23634	30
n23638	29.3763440860215
n23643	27.4342652375348
internal_node_9033	27.199100572363
n23669	27.5177257701961
internal_node_9108	26.9431924979874
internal_node_9113	26.25848712209
n23679	27.0402358524363
n23682	32.4306771091345
n23684	33.0310744633902
n23689	27.9500254975953
n23696	27.2878787878788
n23697	25.2884615384615
n23722	32.0625390869293
n23812	31.570221473729
n23818	37
internal_node_9474	21.9146231721035
n23859	24.6714046822743
n23880	28.5829181013824
n23882	29.2515026890225
n23905	28.0806347199484
n23921	28.305693800772
n23924	28.5259962049336
n23972	37.0702728054405
n23985	22.4541875490552
internal_node_9814	17.1429934830579
internal_node_9818	31.2381608246
n23996	30
n23997	31.6872067563341
n24010	29.7040535647757
n24011	28.2307124685225
internal_node_9875	16.757255286082
n24016	0
n24023	33.157941968292
internal_node_9972	20.156436966312
n24043	20.9357980530915
n24044	28
n24048	19.063829787234
n24050	32.9397808648992
internal_node_10006	38.2117553932764
n24054	27.9688754808876
n24055	25
n24067	19.4355379174971
n24068	28.1576341876165
internal_node_10062	27.3622999545041
n24070	28.0695591544445
n24071	28.2849082513581
n24072	27.1270482277273
45401	26.5577878600622
204455+2813035+31989	26.1121892094083
n24076	28.4302159538194
n24078	27.4834148581407
internal_node_10080	27.5829701768384
internal_node_10097	27.2081989100742
internal_node_10104	27.2883619387791
internal_node_10107	26.8631335824182
n24089	26.2108492008143
n24090	18.9975303096054
n24093	12.2977889728519
internal_node_10263	24.1417464908028
n24151	23.582570783918
n24153	24.5857995696417
n24158	25
n24159	22.5290322580645
n24165	24.7122356495468
n24180	38.9326877472744
internal_node_10389	30
n24263	28.4673281491262
n24264	28.7011383368705
internal_node_10630	28.0048826070548
internal_node_10633	29.1399726752442
n24288	29.0340288724437
n24293	28.4684696067801
n24299	26.3248971844353
n24308	30
n24323	29.246541903987
n24364	29.3856638061585
n24372	25.226374648805
n24375	28.0886627906977
n24445	27.0622898970481
n24446	26.9495639543554
n24448	23.3596810180162
n24462	20
n24478	32.2917157175093
n24480	28.4566313058022
n24486	29.2434456928839
internal_node_11171	42.4505068266446
n24531	27.7154014470645
n24536	26.7872887574803
n24538	27.9021407860289
internal_node_11297	27.5
n24542	27.5
n24624	28.0410425039581
internal_node_11564	25.3182489413203
internal_node_11630	25.0975926738885
n24693	21.2069653063937
2800060+69657	27.4485146637144
internal_node_11861	21.9767260684207
n24760	30.3539847024837
n24762	30.4753523662502
n24763	33.1333769017487
n24765	35.038820992092
n24803	10.6007517682073
internal_node_11954	29.4412947890355
2800059	28.9850014749485
n24838	28.4402255670489
n24839	28
n24840	28
n24853	28
n24862	28
n24883	30
n24901	29.0353433721772
n24902	28.3939258260599
internal_node_12217	28.0830228006418
n24905	27.8223745870108
internal_node_12224	27.668207596517
n24908	26.6180690306159
n24911	31.5403121061438
n24912	27.4650417821802
n24913	29.6993029566836
n25012	29.3885050922299
n25040	25.8507724263274
n25114	24.6875472364187
n25119	20.1095001548006
n25120	20.183760168502
n25123	28.4468635495796
n25125	28.7760736196319
n25164	28.5742170895256
n25202	28.8375072519822
n25220	27.9500875497859
n25222	25.1311106026289
n25223	25.8315683667068
n25224	25.3963684003834
n25227	24.4356197352587
n25246	23.3186881832379
n25253	28.8192392329456
n25297	29.1445102693138
n25330	29.6465912564965
n25412	28.64927320164
internal_node_13426	24.6736172017143
n25447	23.6324981593849
n25448	27.0990772275674
internal_node_13431	27.5338440288524
n25450	27.6461790366426
335928	28.0058043186666
n25453	27.474393364757
45404	27.3710972056724
n25457	29.8926136975591
n25458	30.7993700272742
119045	32.8535035048666
n25462	27.0704766881321
n25463	23.9520434059683
n25487	29.2966466172974
n25493	28
n25494	28
n25548	28
n25553	28
n25565	26.7524209773795
internal_node_13684	26.2341736852564
n25569	21.3455263506436
n25575	21.789590747331
internal_node_13745	27.2844847501611
n25592	27.1122676579926
n25601	28.3165087002824
n25643	28.3920819194224
internal_node_13893	28.5958541624976
n25657	28.9739952718676
n25660	28
n25661	28
n25700	28.9447930316953
n25701	29.2845488660467
n25763	27.1988092692849
internal_node_14162	26.6590958724612
n25803	16.0103821847728
internal_node_14323	17.5
n25826	25.8093862919386
internal_node_14363	27.4112600536193
n25845	27.0080719001851
internal_node_14409	26.6235287454714
n25853	25.871550752572
n25854	24.7039334014633
n25855	29.9506826770751
internal_node_14421	29.3983348992807
internal_node_14429	28.6976682769814
internal_node_14435	26.9874670180192
n25865	22.1958576102854
n25867	20.0589797234992
n25871	28.2804383229579
n25874	28.2522329006414
n25888	28.3378016085791
n25905	25.796548323105
n25908	25.0846023688663
n25913	28.3857260444443
n25915	30
internal_node_14564	14.0272883825672
255475	28
internal_node_14652	28
n25973	28
n25989	28
n26010	30
n26014	30
n26016	30
n26037	30
n26049	29.7152500935402
n26058	29.2376445846477
n26086	29.9221539065811
n26091	25.3886010362694
n26125	35.6921822974689
n26128	34.8595917830955
n26129	33.5203625121531
n26130	37
n26131	37
n26132	37
n26151	37
n26152	37
n26186	17.1701320939335
n26282	28
2831106	27.2392175988415
n26289	26.7215639810427
n26337	28.3658757182379
n26368	35.8798309940908
n26375	35.2661089322161
n26377	36.5731474518424
n26384	37
2844601	27.8307275631217
2066434	27.694581105964
n26421	27.995612701393
n26422	29.6071697375511
n26423	35.7615131863389
n26425	41.1469110853508
433	30.3975582797279
n26434	31.1822156271929
n26435	29.3732674081489
n26437	29.0315947513581
n26439	29.7655207877392
n26441	29.698959746988
internal_node_15750	30
n26445	30
n26446	30
n26463	30
n26465	30
n26477	28.8063384275388
internal_node_15824	29.011625581779
n26480	27.4190800681431
internal_node_15914	28.5601657146444
n26512	29.0222222222222
n26513	29.3333333333333
internal_node_15943	29.7247877786591
n26521	29.0483996766571
n26523	28
n26524	28
n26539	30
n26570	30
n26646	31.2500168022045
2844864	21.8324534887385
n26666	28.8650986182892
2829815	23.4575931270467
n26680	30
n26715	17.2307692307692
internal_node_16509	27.0320447609359
n26745	28
n26757	25.6626485289319
n26759	29.0271381645164
n26760	28.2340171688664
n26761	27.2455529768353
n26762	25.9803683113273
n26780	15.3074183667324
n26781	16.4588168872718
n26786	12.5087108013937
n26796	42.3370014238538
200930+68337+191393	49.5179021011063
n26798	45.2015845070422
n26806	52.7594308836966
200938+118001+189769+189770	28
n26813	38.3533335719806
n26814	41.1594597648545
29547	51.9142762334415
3031852+235899	42.1704611454142
n26817	44.0284246128293
n26819	30.6930692191957
n26820	29.1928577385338
n26821	31.3149825415671
internal_node_16785	30.5757458352365
internal_node_16789	37.0000000688892
n26825	37.0000000969871
n26827	37.0000001903429
n26830	37.0000005309155
n26831	37.0000265331857
n26834	37.0004574049104
n26837	37.0015459755636
n26838	37.0018047848557
n26841	37.2302001897555
n26846	38.0712553322333
n26848	39.1226972130373
n26864	37
n26865	37
n26866	37
n26876	28.0447060534813
n26877	28.1066477205318
n26879	25.7133333333333
internal_node_16910	32.6609783438823
n26885	25.7916543051447
internal_node_16921	27.4303131873257
n26892	33.2918868511035
n26915	26.8914572085802
2771471	22.5472464500487
internal_node_16989	20.0894355584179
n26919	23.1172579675286
72293	37
n26934	37
n26935	37
n26936	37
n26937	37
n26939	37
n26940	37
n26947	37
n26964	37
n26988	39.6037182328697
internal_node_17156	46.6196629632963
internal_node_17165	35.2287880768728
3031853+213113	58.6427054238451
n27004	60.9855546470428
3031449+213115+2956789	37.112993332427
n27006	32.5813820425052
n27007	32.7774510209229
internal_node_17206	30.992086130207
n27009	32.3601417721145
n27012	28.8631863131857
n27014	28.2198053555817
n27016	33.2686964432494
n27017	31.1264113704371
n27018	33.0261947610478
n27023	29.7516796206033
n27027	37
n27030	18.8092544118889
n27045	29.4975449704101
n27048	29.1264695404346
n27076	30
n27077	30
213116	32.1802062778461
internal_node_17468	32.6603235014272
n27117	46.9152631140995
n27120	52.8665012120512
28221	35.7303231794884
n27124	30.530634348976
n27125	31.6485988424723
n27126	32.9076918018621
n27127	33.6786258646219
n27128	32.6181746096497
3024418+213118+213119	31.8282416738085
internal_node_17512	28.9625503839852
n27132	29.0216366739279
n27133	26.7358105474196
n27136	28.5015752710631
n27138	26.7388870548023
n27140	29.1851959526621
n27141	30.5281259557213
internal_node_17527	31.2814128546613
n27147	30
internal_node_17560	24.004854368932
n27163	30.4013303142816
n27167	31.734391349843
internal_node_17650	28.8008720930233
n27179	36.1246030065636
n27184	37
n27188	31.742878434083
3031451+3024411+213121	29.9483448147542
n27190	26.7145345495969
internal_node_17696	24.1196524054442
internal_node_17701	17.0730070387952
internal_node_17776	35.2964401294498
3018035	26.5593726768159
3031418+213481+213483	28
internal_node_17871	28.6140145327905
internal_node_17874	28.8248666503452
n27244	27.573077383861
n27245	24.5496708636363
internal_node_17922	22.1058702815007
n27265	30
n27268	31.6581931951506
n27275	30
n27285	28.2682121597148
internal_node_17979	30
n27309	41.5293857051244
n27310	34.1783021914312
2818505+32015+29	28.6809918572961
n27313	28.9756401708114
39	29.8421296947787
internal_node_18055	29.3407078581199
internal_node_18059	28.8231284011166
internal_node_18062	28.3419074000791
n27346	30
n27350	30
n27363	28.5046797789804
n27391	30
n27407	68.9459528969663
internal_node_18314	66.8841675067295
n27412	65
internal_node_18333	70
n27417	39.931891839028
n27418	42.6139458089278
n27419	41.2757708164259
internal_node_18354	43.0766756324285
544448+31969+526524+526525	37.3784085997571
n27423	39.8175126071924
internal_node_18361	32.4434948825766
internal_node_18366	33.0436075968975
n27427	33.3094388655118
n27428	33.9852589423871
internal_node_18371	34.0289901671508
n27431	33.2885306719911
n27432	33.4819831572579
186828+81852	33.9313156181705
n27434	32.7984780186136
n27435	35.1790356748297
n27439	32.4088646870801
n27440	32.1619571141487
n27441	32.4451017231821
n27442	30.7512951577806
n27443	31.2198565926979
n27444	29.3531377568017
n27445	28.7951538242164
n27446	28.3868392188647
n27447	30
n27507	27.4352116734774
n27534	22.7763208638642
n27560	30.2630406330763
n27561	30.3657667725866
internal_node_18640	36.1698533620238
n27577	37
n27583	35.91208826575
n27584	35.1815633774582
n27585	34.5533076001597
internal_node_18725	35.2050929112182
n27629	29.4591323878535
n27630	25.6464641179282
n27633	35.4141800526548
n27634	38.0257004542132
n27637	38.8753983986544
n27638	39.6597036241716
n27640	37.7631885543368
n27641	38.4287020827861
n27642	39.2926951250357
n27643	43.6888670779585
n27647	40.8956903660526
n27652	37
n27653	37
n27655	37
n27674	32.565826794536
n27676	31.5061809845252
n27677	29.3723404255319
n27730	37
n27747	30.6717399657112
n27748	27.5664056788532
internal_node_19038	27.1301782653118
n27750	24.6160041269197
n27751	22.8933518059088
n27752	26.37273004475
n27753	28.9478216818642
n27756	25.5015578025278
n27760	22.2195512820513
n27783	30
n27785	32.4754136522802
n27787	30.4917388272137
n27788	30.8766867503603
n27793	31.2243650756244
n27811	32.9130012860065
n27812	35.1268196020973
n27814	33.5677026045562
n27820	33.8145068145068
n27824	33.4151376146789
internal_node_19255	36.8078679146822
n27844	36.6622938527516
n27845	36.1669297770932
n27846	35.6585334402024
n27847	36.9728622766842
n27848	36.910634334164
n27852	36.5744389805187
internal_node_19268	36.4382667283295
n27854	37
n27855	37
n27856	37
n27860	37
n27869	37
n27883	37
n27886	37
n27889	37
n27905	37
n27910	37
n27912	37
n27913	37
n27915	37
n27917	37
n27919	37
n27921	37
n27922	37
n27923	37
n27924	37
n27925	37
n27936	37
n27949	37
n27950	37
n27967	35.6905451235033
n27971	34.0261224081062
n27972	30.6001877346683
n27974	37
n27979	37
n28012	37
n28013	37
n28014	37
n28024	37
n28025	30
n28032	37
n28051	37
n28093	30.8080238160313
n28097	30
n28098	30
n28110	37
n28111	37
n28125	35.1926050193279
186827	33.6061801274272
n28127	37
n28131	37
n28152	37
internal_node_19987	32.9978106507107
n28169	35.1705325434113
n28170	33.1445694578648
n28171	34.9624722631382
n28172	33.5390026953315
n28176	29.8166635733823
n28177	17.4852767962309
n28180	30
n28181	30
n28188	30
n28196	32.9970225892695
90964	33.2318923346849
n28198	34.9358562181458
internal_node_20058	34.8106952427148
n28204	35.8193413892881
n28205	36.2176173159531
n28224	35.833806655176
n28225	35.0805833770628
n28228	37
n28230	35.2411587473644
n28233	35.4796723164643
n28235	32.8616352201258
n28251	33.9243488616003
n28252	33.3014235414543
n28254	31.1063720851
n28255	33.4191827356004
n28256	36.8673221113185
n28257	36.5936589113257
n28258	34.0107505699837
n28259	35.0863708399366
n28268	34.4234835837507
n28281	35
internal_node_20244	29.4961251856225
n28295	33.3460987831067
n28324	32.4353756201816
internal_node_20324	29.2387152878666
n28327	28
n28344	37
internal_node_20389	35.0905307068019
n28355	35.4651769719245
internal_node_20395	37.0370017882087
internal_node_20401	34.9098676061089
n28359	30.29107511981
n28362	30.4884797823477
n28365	13.8693638570977
internal_node_20411	32.2029532093725
internal_node_20416	33.8822076205377
n28370	35.9228975070866
internal_node_20420	35.1353933863068
n28372	31.3699229836128
n28385	28.7427829499595
n28388	25
n28473	-1.95683281659909
n28477	-9.47183098591549
n28510	37.0437287063089
internal_node_20760	32.7642390304706
internal_node_20763	32.6402533092531
n28513	31.0727877542425
n28514	27.0348901548276
n28518	30
n28573	35.2697831358336
n28576	32.5687160940325
n28609	33.0593697846957
n28629	35.8333333333333
n28647	39.1325008955999
n28649	48.2014474224244
n28650	59.1455298947771
n28652	62.6268521895648
n28658	59.6498455200824
n28675	68.2746121103941
n28692	55
n28694	55
n28695	55
n28712	30
n28714	30
n28737	29.205069124424
n28740	25.0589622641509
n28784	34.1041888548001
n28785	31.2641617593539
n28786	30
n28787	30
n28788	30
n28798	30
n28803	37.34375
n28808	41.2869955156951
n28843	33.6150442477876
n28846	30.3456484874692
n28847	30.4297679965182
n28848	30.2324008547592
internal_node_21506	30
n28853	30
n28855	30
n28884	30
n28961	30.5518977832002
n28965	31.7730581406063
internal_node_21808	29.1059831877369
n29001	30.7110891787014
internal_node_21916	31.192112431897
186822	32.6647797825703
186821	33.948559329318
n29066	32.7506550375969
n29069	32.8582002565493
n29071	32.9560737910872
n29072	34.6463336310351
n29073	31.7712895716576
n29074	31.2974158876577
n29076	30.5419910278409
n29077	32.6405414925408
n29078	33.1161685930413
n29079	33.0505737212811
n29081	30
n29082	30
n29095	34.3371012164333
n29117	33.2244376278119
n29129	31.6607388409518
n29136	21.906189311503
n29146	29.3206843977638
n29197	32.0720087396932
n29200	30
n29223	33.4906277983821
n29228	33.4889798488665
n29234	32.3303360704113
n29236	30.4290206244375
n29238	31.4972824193436
n29303	37.4827504163693
n29335	41.0841201716738
n29349	29.5742556825468
n29350	29.4102082482646
n29418	32.5923486986516
n29430	32.6474867233799
n29452	31.9609097335694
n29453	35.0445344129555
n29463	33.3455698386679
n29547	36.6762781742804
n29551	35.887725124537
n29568	30
n29574	30
n29669	47.4376159094377
n29670	49.4962223437737
n29674	49.2648755676182
n29675	51.3522304405903
n29681	45
n29715	35.3579222902705
internal_node_23500	35.1977863800255
internal_node_23503	34.2874897325437
2790996+2895623	31.3188948626615
internal_node_23509	32.8794420099965
n29720	31.2841425994736
n29723	37
internal_node_23630	29.0214126766427
n29781	37
n29782	37
internal_node_23720	30.7285920999582
n29823	29.3350326648816
internal_node_23724	28.7394730480503
internal_node_23728	27.1475605113005
n29831	37
n29853	30
n29863	30
n29872	30
n29873	30
n29874	30
n29881	30
n29882	30
n29884	32.2297432254074
n29899	37
n29900	37
n29933	37
n29934	37
n29935	37
n29942	37
n29959	37
n29963	37
n29967	37
internal_node_24086	37
n29974	37
n29976	37
n29977	37
n29990	35.7679740397323
n29992	34.4358500257763
