"tip_label"	"accession"	"taxid"	"taxname"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
"FR749912-_Janibacter_hoylei-_Janibacter_hoylei-_|FR749912|-_DSM_21601_T"	"FR749912"	"1210046"	"Janibacter hoylei"	"2"	"201174"	"1760"	"85006"	"85021"	"53457"	"364298"	"1210046"
"AB778259-_Janibacter_cremeus-_Janibacter_cremeus-_|AB778259|-_HR08-44_T"	"AB778259"	"1285192"	"Janibacter cremeus"	"2"	"201174"	"1760"	"85006"	"85021"	"53457"	"1285192"	NA
"JN160681-_Janibacter_alkaliphilus-_Janibacter_alkaliphilus-_|JN160681|-_SCSIO_10480_T"	"JN160681"	"1069963"	"Janibacter alkaliphilus"	"2"	"201174"	"1760"	"85006"	"85021"	"53457"	"1069963"	NA
"AY522568-_Janibacter_melonis-_Janibacter_melonis-_|AY522568|-_CM2104_T"	"AY522568"	"262209"	"Janibacter melonis"	"2"	"201174"	"1760"	"85006"	"85021"	"53457"	"262209"	NA
"AJ294412-_Knoellia_sinensis-_Knoellia_sinensis-_|AJ294412|-_DSM_12331_=_HKI_0119_=__CIP_106775_T"	"AJ294412"	"136100"	"Knoellia sinensis"	"2"	"201174"	"1760"	"85006"	"85021"	"136099"	"136100"	NA
"AJ294413-_Knoellia_subterranea-_Knoellia_subterranea-_|AJ294413|-_HKI_0120_=_DSM_12332_=_CIP_106776_T"	"AJ294413"	"184882"	"Knoellia subterranea"	"2"	"201174"	"1760"	"85006"	"85021"	"136099"	"184882"	NA
"HQ401007-_Knoellia_flava-_Knoellia_flava-_|HQ401007|-_TL1_T"	"HQ401007"	"1385518"	"Knoellia flava"	"2"	"201174"	"1760"	"85006"	"85021"	"136099"	"913969"	"1385518"
"HQ171909-_Knoellia_locipacati-_Knoellia_locipacati-_|HQ171909|-_DMZ1_T"	"HQ171909"	"882824"	"Knoellia locipacati"	"2"	"201174"	"1760"	"85006"	"85021"	"136099"	"882824"	NA
"FJ487951-_Intrasporangium_chromatireducens-_Intrasporangium_chromatireducens-_|FJ487951|-_Q5-1_T"	"FJ487951"	"584657"	"Intrasporangium chromatireducens"	"2"	"201174"	"1760"	"85006"	"85021"	"53357"	"1386088"	"584657"
"DQ372707-_Kribbia_dieselivorans-_Kribbia_dieselivorans-_|DQ372707|-_N113_T"	"DQ372707"	"331526"	"Kribbia dieselivorans"	"2"	"201174"	"1760"	"85006"	"85021"	"331525"	"331526"	NA
"AB286025-_Marihabitans_asiaticum-_Marihabitans_asiaticum-_|AB286025|-_HG667_T"	"AB286025"	"415218"	"Marihabitans asiaticum"	"2"	"201174"	"1760"	"85006"	"85021"	"568214"	"415218"	NA
"KR025522-_Flexivirga_oryzae-_Flexivirga_oryzae-_|KR025522|-_R1_T"	"KR025522"	"1794944"	"Flexivirga oryzae"	"2"	"201174"	"1760"	"85006"	"145357"	"1096776"	"1794944"	NA
"MH094629-_Flexivirga_caeni-_Flexivirga_caeni-_|MH094629|-_BO-16_T"	"MH094629"	"2294115"	"Flexivirga caeni"	"2"	"201174"	"1760"	"85006"	"145357"	"1096776"	"2294115"	NA
"KT228275-_Flexivirga_lutea-_Flexivirga_lutea-_|KT228275|-_TBS-100_T"	"KT228275"	"1752931"	"Flexivirga lutea"	"2"	"201174"	"1760"	"85006"	"145357"	"1096776"	"1752931"	NA
"KX151661-_Flexivirga_endophytica-_Flexivirga_endophytica-_|KX151661|-_YIM_7505_T"	"KX151661"	"1849103"	"Flexivirga endophytica"	"2"	"201174"	"1760"	"85006"	"145357"	"1096776"	"1849103"	NA
"AB539735-_Flexivirga_alba-_Flexivirga_alba-_|AB539735|-_ST13_T"	"AB539735"	"702742"	"Flexivirga alba"	"2"	"201174"	"1760"	"85006"	"145357"	"1096776"	"702742"	NA
"KP326340-_Flexivirga_aerilata-_Flexivirga_aerilata-_|KP326340|-_ID2601S_T"	"KP326340"	"1656889"	"Flexivirga aerilata"	"2"	"201174"	"1760"	"85006"	"145357"	"1096776"	"1656889"	NA
"GQ241687-_Rudaeicoccus_suwonensis-_Rudaeicoccus_suwonensis-_|GQ241687|-_HOR6-4_T"	"GQ241687"	"657409"	"Rudaeicoccus suwonensis"	"2"	"201174"	"1760"	"85006"	"145357"	"1434038"	"657409"	NA
"AB468971-_Luteipulveratus_mongoliensis-_Luteipulveratus_mongoliensis-_|AB468971|-_MN07-A0370_T"	"AB468971"	"571913"	"Luteipulveratus mongoliensis"	"2"	"201174"	"1760"	"85006"	"145357"	"745364"	"571913"	NA
"KP844656-_Luteipulveratus_halotolerans-_Luteipulveratus_halotolerans-_|KP844656|-_C296001_T"	"KP844656"	"1631356"	"Luteipulveratus halotolerans"	"2"	"201174"	"1760"	"85006"	"145357"	"745364"	"1631356"	NA
"LM994041-_Barrientosiimonas_endolithica-_Barrientosiimonas_endolithica-_|LM994041|-_JC268_T"	"LM994041"	"1535208"	"Barrientosiimonas endolithica"	"2"	"201174"	"1760"	"85006"	"145357"	"1535207"	"1535208"	NA
"JF346171-_Barrientosiimonas_humi-_Barrientosiimonas_humi-_|JF346171|-_39_T"	"JF346171"	"999931"	"Barrientosiimonas humi"	"2"	"201174"	"1760"	"85006"	"145357"	"1535207"	"999931"	NA
"HE792770-_Barrientosiimonas_marina-_Barrientosiimonas_marina-_|HE792770|-_MSW-24_T"	"HE792770"	"1163776"	"Barrientosiimonas marina"	"2"	"201174"	"1760"	"85006"	"145357"	"1535207"	"1163776"	NA
"AQXW01000004-_Demetria_terragena-_Demetria_terragena-_|AQXW01000004|-_DSM_11295_T"	"AQXW01000004"	"1121385"	"Demetria terragena"	"2"	"201174"	"1760"	"85006"	"145357"	"63958"	"63959"	"1121385"
"AB594446-_Branchiibius_cervicis-_Branchiibius_cervicis-_|AB594446|-_PAGU_1247_T"	"AB594446"	"908252"	"Branchiibius cervicis"	"2"	"201174"	"1760"	"85006"	"145357"	"908251"	"908252"	NA
"AB520822-_Branchiibius_hedensis-_Branchiibius_hedensis-_|AB520822|-_29717_T"	"AB520822"	"672460"	"Branchiibius hedensis"	"2"	"201174"	"1760"	"85006"	"145357"	"908251"	"672460"	NA
"KX527846-_Allobranchiibius_huperziae-_Allobranchiibius_huperziae-_|KX527846|-_CPCC_204077_T"	"KX527846"	"1874116"	"Allobranchiibius huperziae"	"2"	"201174"	"1760"	"85006"	"145357"	"2040262"	"1874116"	NA
"LN852382-_Leekyejoonella_antrihumi-_Leekyejoonella_antrihumi-_|LN852382|-_C5-26_T"	"LN852382"	"1660198"	"Leekyejoonella antrihumi"	"2"	"201174"	"1760"	"85006"	"145357"	"2750262"	"1660198"	NA
"FJ528304-_Yimella_lutea-_Yimella_lutea-_|FJ528304|-_YIM_45900_T"	"FJ528304"	"587872"	"Yimella lutea"	"2"	"201174"	"1760"	"85006"	"145357"	"908935"	"587872"	NA
"KU517232-_Yimella_radicis-_Yimella_radicis-_|KU517232|-_py1292_T"	"KU517232"	"1847819"	"Yimella radicis"	"2"	"201174"	"1760"	"85006"	"145357"	"908935"	"1847819"	NA
"EF187228-_Calidifontibacter_indicus-_Calidifontibacter_indicus-_|EF187228|-_PC_IW02_T"	"EF187228"	"419650"	"Calidifontibacter indicus"	"2"	"201174"	"1760"	"85006"	"145357"	"1158982"	"419650"	NA
"KU881047-_Calidifontibacter_terrae-_Calidifontibacter_terrae-_|KU881047|-_R161_T"	"KU881047"	"1813472"	"Calidifontibacter terrae"	"2"	"201174"	"1760"	"85006"	"145357"	"1158982"	"1813472"	NA
"AY894329-_Dermacoccus_profundi-_Dermacoccus_profundi-_|AY894329|-_MT2.2_T"	"AY894329"	"322602"	"Dermacoccus profundi"	"2"	"201174"	"1760"	"85006"	"145357"	"57495"	"322602"	NA
"AY894328-_Dermacoccus_barathri-_Dermacoccus_barathri-_|AY894328|-_MT2.1_T"	"AY894328"	"322601"	"Dermacoccus barathri"	"2"	"201174"	"1760"	"85006"	"145357"	"57495"	"322601"	NA
"AY894323-_Dermacoccus_abyssi-_Dermacoccus_abyssi-_|AY894323|-_MT1.1_T"	"AY894323"	"322596"	"Dermacoccus abyssi"	"2"	"201174"	"1760"	"85006"	"145357"	"57495"	"322596"	NA
"X87757-_Dermacoccus_nishinomiyaensis-_Dermacoccus_nishinomiyaensis-_|X87757|-_DSM_20448_LTP__T"	"X87757"	"1274"	"Dermacoccus nishinomiyaensis"	"2"	"201174"	"1760"	"85006"	"145357"	"57495"	"1274"	NA
"AJ558133-_Arsenicicoccus_bolidensis-_Arsenicicoccus_bolidensis-_|AJ558133|-_CCUG_47306_T"	"AJ558133"	"229480"	"Arsenicicoccus bolidensis"	"2"	"201174"	"1760"	"85006"	"85021"	"267408"	"229480"	NA
"MN629181-_Arsenicicoccus_cauae-_Arsenicicoccus_cauae-_|MN629181|-_MKL-02_T"	"MN629181"	"2663847"	"Arsenicicoccus cauae"	"2"	"201174"	"1760"	"85006"	"85021"	"267408"	"2663847"	NA
"HE580230-_Arsenicicoccus_dermatophilus-_Arsenicicoccus_dermatophilus-_|HE580230|-_KM8_94/11_T"	"HE580230"	"1076331"	"Arsenicicoccus dermatophilus"	"2"	"201174"	"1760"	"85006"	"85021"	"267408"	"1076331"	NA
"AB521998-_Arsenicicoccus_piscis-_Arsenicicoccus_piscis-_|AB521998|-_Kis4-19_T"	"AB521998"	"673954"	"Arsenicicoccus piscis"	"2"	"201174"	"1760"	"85006"	"85021"	"267408"	"673954"	NA
"BAGZ01000028-_Austwickia_chelonae-_Austwickia_chelonae-_|BAGZ01000028|-_NBRC_105200_T"	"BAGZ01000028"	"1184607"	"Austwickia chelonae"	"2"	"201174"	"1760"	"85006"	"85018"	"1184606"	"100225"	"1184607"
"BAHD01000131-_Kineosphaera_limosa-_Kineosphaera_limosa-_|BAHD01000131|-_NBRC_100340_T"	"BAHD01000131"	"1184609"	"Kineosphaera limosa"	"2"	"201174"	"1760"	"85006"	"85018"	"211469"	"111564"	"1184609"
"AB550799-_Piscicoccus_intestinalis-_Piscicoccus_intestinalis-_|AB550799|-_Ngc37-23_T"	"AB550799"	"1208313"	"Piscicoccus intestinalis"	"2"	"201174"	"1760"	"85006"	"85018"	"985001"	"746033"	"1208313"
"BAFE01000004-_Mobilicoccus_pelagius-_Mobilicoccus_pelagius-_|BAFE01000004|-_NBRC_104925_T"	"BAFE01000004"	"1089455"	"Mobilicoccus pelagius"	"2"	"201174"	"1760"	"85006"	"85018"	"984996"	"746032"	"1089455"
"KX214304-_Mobilicoccus_caccae-_Mobilicoccus_caccae-_|KX214304|-_YIM_101593_T"	"KX214304"	"1859295"	"Mobilicoccus caccae"	"2"	"201174"	"1760"	"85006"	"85018"	"984996"	"1859295"	NA
"MW228811-_Agilicoccus_flavus-_Agilicoccus_flavus-_|MW228811|-_SYSU_M44304T"	"MW228811"	"2775968"	"Agilicoccus flavus"	"2"	"201174"	"1760"	"85006"	"85018"	"2884223"	"2775968"	NA
"AJ243918-_Dermatophilus_congolensis-_Dermatophilus_congolensis-_|AJ243918|-_DSM_44180_T"	"AJ243918"	"1121387"	"Dermatophilus congolensis"	"2"	"201174"	"1760"	"85006"	"85018"	"1862"	"1863"	"1121387"
"AB096084-_Tonsilliphilus_suis-_Tonsilliphilus_suis-_|AB096084|-_W254_T"	"AB096084"	"214014"	"Tonsilliphilus suis"	"2"	"201174"	"1760"	"85006"	"85018"	"214013"	"214014"	NA
"AB530139-_Ornithinimicrobium_humiphilum-_Ornithinimicrobium_humiphilum-_|AB530139|-_NBRC_106159_T"	"AB530139"	"125288"	"Ornithinimicrobium humiphilum"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"125288"	NA
"DQ512860-_Ornithinimicrobium_pekingense-_Ornithinimicrobium_pekingense-_|DQ512860|-_LW6_T"	"DQ512860"	"1122622"	"Ornithinimicrobium pekingense"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"384677"	"1122622"
"LN866650-_Ornithinimicrobium_algicola-_Ornithinimicrobium_algicola-_|LN866650|-_JC311_T"	"LN866650"	"1671577"	"Ornithinimicrobium algicola"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"1671577"	NA
"KY996488-_Ornithinimicrobium_panacihumi-_Ornithinimicrobium_panacihumi-_|KY996488|-_DCY118_T"	"KY996488"	"2008449"	"Ornithinimicrobium panacihumi"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"2008449"	NA
"MH177974-_Ornithinimicrobium_cavernae-_Ornithinimicrobium_cavernae-_|MH177974|-_CFH_30183_T"	"MH177974"	"2666047"	"Ornithinimicrobium cavernae"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"2666047"	NA
"MK253308-_Ornithinimicrobium_ciconiae-_Ornithinimicrobium_ciconiae-_|MK253308|-_H23M54_T"	"MK253308"	"2594265"	"Ornithinimicrobium ciconiae"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"2594265"	NA
"MZ672029-_Ornithinimicrobium_laminariae-_Ornithinimicrobium_laminariae-_|MZ672029|-_Arc0846-15T"	"MZ672029"	"2864873"	"Ornithinimicrobium laminariae"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"2864873"	NA
"AY636111-_Ornithinimicrobium_kibberense-_Ornithinimicrobium_kibberense-_|AY636111|-_K22-20_T"	"AY636111"	"282060"	"Ornithinimicrobium kibberense"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"282060"	NA
"FR874098-_Ornithinimicrobium_murale-_Ornithinimicrobium_murale-_|FR874098|-_01-Gi-040_T"	"FR874098"	"1050153"	"Ornithinimicrobium murale"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"1050153"	NA
"MF683120-_Ornithinimicrobium_avium-_Ornithinimicrobium_avium-_|MF683120|-_AMA3305_T"	"MF683120"	"2283195"	"Ornithinimicrobium avium"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"2283195"	NA
"MH522790-_Ornithinimicrobium_cerasi-_Ornithinimicrobium_cerasi-_|MH522790|-_CPCC_203383_T"	"MH522790"	"2248773"	"Ornithinimicrobium cerasi"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"2248773"	NA
"JQ948045-_Ornithinimicrobium_tianjinense-_Ornithinimicrobium_tianjinense-_|JQ948045|-_B2_T"	"JQ948045"	"1195761"	"Ornithinimicrobium tianjinense"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"1195761"	NA
"KC550155-_Ornithinimicrobium_flavum-_Ornithinimicrobium_flavum-_|KC550155|-_CPCC_203535_T"	"KC550155"	"1288636"	"Ornithinimicrobium flavum"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"1288636"	NA
"MN160318-_Ornithinimicrobium_pratense-_Ornithinimicrobium_pratense-_|MN160318|-_W204_T"	"MN160318"	"2593973"	"Ornithinimicrobium pratense"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	"2593973"	NA
"HM068886-_Serinicoccus_chungangensis-_Serinicoccus_chungangensis-_|HM068886|-_CAU_9536_T"	"HM068886"	"767452"	"Serinicoccus chungangensis"	"2"	"201174"	"1760"	"85006"	"2805590"	"265976"	"767452"	NA
"AY382898-_Serinicoccus_marinus-_Serinicoccus_marinus-_|AY382898|-_JC1078_T"	"AY382898"	"247333"	"Serinicoccus marinus"	"2"	"201174"	"1760"	"85006"	"2805590"	"265976"	"247333"	NA
"MH778539-_Serinicoccus_sediminis-_Serinicoccus_sediminis-_|MH778539|-_GP-T3-3_T"	"MH778539"	"2306021"	"Serinicoccus sediminis"	"2"	"201174"	"1760"	"85006"	"2805590"	"265976"	"2306021"	NA
"EU603762-_Serinicoccus_profundi-_Serinicoccus_profundi-_|EU603762|-_0714S6-1_T"	"EU603762"	"1043205"	"Serinicoccus profundi"	"2"	"201174"	"1760"	"85006"	"2805590"	"265976"	"1078471"	"1043205"
"KU170959-_Serinicoccus_hydrothermalis-_Serinicoccus_hydrothermalis-_|KU170959|-_JLT9_T"	"KU170959"	"1758689"	"Serinicoccus hydrothermalis"	"2"	"201174"	"1760"	"85006"	"2805590"	"265976"	"1758689"	NA
"X87755-_Kytococcus_sedentarius-_Kytococcus_sedentarius-_|X87755|-_DSM_20547_LTP__T"	"X87755"	"1276"	"Kytococcus sedentarius"	"2"	"201174"	"1760"	"85006"	"2805426"	"57499"	"1276"	NA
"FM992368-_Kytococcus_aerolatus-_Kytococcus_aerolatus-_|FM992368|-_02-St-019/1_T"	"FM992368"	"592308"	"Kytococcus aerolatus"	"2"	"201174"	"1760"	"85006"	"2805426"	"57499"	"592308"	NA
"AJ297722-_Kytococcus_schroeteri-_Kytococcus_schroeteri-_|AJ297722|-_DSM_13884T_T"	"AJ297722"	"138300"	"Kytococcus schroeteri"	"2"	"201174"	"1760"	"85006"	"2805426"	"57499"	"138300"	NA
"X79463-_Cellulomonas_flavigena-_Cellulomonas_flavigena-_|X79463|-_NCIMB_8073_T"	"X79463"	"446466"	"Cellulomonas flavigena"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"1711"	"446466"
"AM902253-_Cellulomonas_phragmiteti-_Cellulomonas_phragmiteti-_|AM902253|-_KB23__T"	"AM902253"	"478780"	"Cellulomonas phragmiteti"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"478780"	NA
"MH234381-_Cellulomonas_telluris-_Cellulomonas_telluris-_|MH234381|-_CPCC_204705_T"	"MH234381"	"2306636"	"Cellulomonas telluris"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"2306636"	NA
"MK761147-_Cellulomonas_shaoxiangyii-_Cellulomonas_shaoxiangyii-_|MK761147|-_Z28_T"	"MK761147"	"2566013"	"Cellulomonas shaoxiangyii"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"2566013"	NA
"AB602499-_Cellulomonas_oligotrophica-_Cellulomonas_oligotrophica-_|AB602499|-_Kc5_T"	"AB602499"	"931536"	"Cellulomonas oligotrophica"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"931536"	NA
"AY884570-_Cellulomonas_terrae-_Cellulomonas_terrae-_|AY884570|-_DB5_T"	"AY884570"	"311234"	"Cellulomonas terrae"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"311234"	NA
"AB602498-_Cellulomonas_soli-_Cellulomonas_soli-_|AB602498|-_Kc1_T"	"AB602498"	"931535"	"Cellulomonas soli"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"931535"	NA
"X83800-_Cellulomonas_gelida-_Cellulomonas_gelida-_|X83800|-_DSM_20111T_T"	"X83800"	"1712"	"Cellulomonas gelida"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"1712"	NA
"AB695191-_Cellulomonas_persica-_Cellulomonas_persica-_|AB695191|-_JCM_18111_T"	"AB695191"	"76861"	"Cellulomonas persica"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"76861"	NA
"X83801-_Cellulomonas_uda-_Cellulomonas_uda-_|X83801|-_DSM_20107T_T"	"X83801"	"1714"	"Cellulomonas uda"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"1714"	NA
"MT776692-_Cellulomonas_fulva-_Cellulomonas_fulva-_|MT776692|-_DKR-3T"	"MT776692"	"2835530"	"Cellulomonas fulva"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"2835530"	NA
"AF064702-_Cellulomonas_iranensis-_Cellulomonas_iranensis-_|AF064702|-_O_T"	"AF064702"	"76862"	"Cellulomonas iranensis"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"76862"	NA
"AB166887-_Cellulomonas_composti-_Cellulomonas_composti-_|AB166887|-_TR7-06_T"	"AB166887"	"266130"	"Cellulomonas composti"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"266130"	NA
"JN657218-_Cellulomonas_massiliensis-_Cellulomonas_massiliensis-_|JN657218|-_JC225_T"	"JN657218"	"1095767"	"Cellulomonas massiliensis"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"1465811"	"1095767"
"CP002666-_Cellulomonas_fimi-_Cellulomonas_fimi-_|CP002666|-_ATCC_484_T"	"CP002666"	"590998"	"Cellulomonas fimi"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"1708"	"590998"
"X79462-_Cellulomonas_biazotea-_Cellulomonas_biazotea-_|X79462|-_DSM_20112_T"	"X79462"	"1709"	"Cellulomonas biazotea"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"1709"	NA
"MF115970-_Cellulomonas_aurantiaca-_Cellulomonas_aurantiaca-_|MF115970|-_THG-SMD2.3_T"	"MF115970"	"2071633"	"Cellulomonas aurantiaca"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"2071633"	NA
"LC361111-_Cellulomonas_algicola-_Cellulomonas_algicola-_|LC361111|-_TKZ-21_T"	"LC361111"	"2071633"	"Cellulomonas algicola"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"2071633"	NA
"AB268586-_Cellulomonas_chitinilytica-_Cellulomonas_chitinilytica-_|AB268586|-_X.bu-b_T"	"AB268586"	"1305865"	"Cellulomonas chitinilytica"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"398759"	"1305865"
"X83804-_Cellulomonas_cellasea-_Cellulomonas_cellasea-_|X83804|-_DSM_20118T_T"	"X83804"	"1408250"	"Cellulomonas cellasea"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"43670"	"1408250"
"X82449-_Cellulomonas_humilata-_Cellulomonas_humilata-_|X82449|-_NCTC_25174_T"	"X82449"	"144055"	"Cellulomonas humilata"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"144055"	NA
"AY303668-_Cellulomonas_xylanilytica-_Cellulomonas_xylanilytica-_|AY303668|-_XIL11_T"	"AY303668"	"233583"	"Cellulomonas xylanilytica"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"233583"	NA
"MK273193-_Cellulomonas_endophytica-_Cellulomonas_endophytica-_|MK273193|-_SYSUP0004_T"	"MK273193"	"2494735"	"Cellulomonas endophytica"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"2494735"	NA
"JF346422-_Cellulomonas_marina-_Cellulomonas_marina-_|JF346422|-_FXJ8.089_T"	"JF346422"	"988821"	"Cellulomonas marina"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"988821"	NA
"LC191303-_Cellulomonas_citrea-_Cellulomonas_citrea-_|LC191303|-_Ao-9_T"	"LC191303"	"1909423"	"Cellulomonas citrea"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"1909423"	NA
"AB910521-_Cellulomonas_aerilata-_Cellulomonas_aerilata-_|AB910521|-_JCM_16376_T"	"AB910521"	"515326"	"Cellulomonas aerilata"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"515326"	NA
"MG271811-_Cellulomonas_rhizosphaerae-_Cellulomonas_rhizosphaerae-_|MG271811|-_NEAU-TCZ24_T"	"MG271811"	"2293719"	"Cellulomonas rhizosphaerae"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"2293719"	NA
"KP408225-_Pengzhenrongella_sicca-_Pengzhenrongella_sicca-_|KP408225|-_LRZ-2_T"	"KP408225"	"2819238"	"Pengzhenrongella sicca"	"2"	"201174"	"1760"	"85006"	NA	"2888818"	"2819238"	NA
"X82598-_Cellulomonas_hominis-_Cellulomonas_hominis-_|X82598|-_CE40_|cdc_group_A-3|_T"	"X82598"	"156981"	"Cellulomonas hominis"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"156981"	NA
"AB618146-_Cellulomonas_pakistanensis-_Cellulomonas_pakistanensis-_|AB618146|-_NCCP-11_T"	"AB618146"	"992287"	"Cellulomonas pakistanensis"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"992287"	NA
"AY501362-_Cellulomonas_denverensis-_Cellulomonas_denverensis-_|AY501362|-_W6929_T"	"AY501362"	"264297"	"Cellulomonas denverensis"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	"264297"	NA
"AJ314851-_Oerskovia_paurometabola-_Oerskovia_paurometabola-_|AJ314851|-_DSM_14281_T"	"AJ314851"	"162170"	"Oerskovia paurometabola"	"2"	"201174"	"1760"	"85006"	"85016"	"162491"	"162170"	NA
"X79454-_Oerskovia_turbata-_Oerskovia_turbata-_|X79454|-_NCIMB_10587_T"	"X79454"	"1322249"	"Oerskovia turbata"	"2"	"201174"	"1760"	"85006"	"85016"	"162491"	"1713"	"1322249"
"AJ314848-_Oerskovia_jenensis-_Oerskovia_jenensis-_|AJ314848|-_DSM_46000_T"	"AJ314848"	"162169"	"Oerskovia jenensis"	"2"	"201174"	"1760"	"85006"	"85016"	"162491"	"162169"	NA
"X83807-_Oerskovia_enterophila-_Oerskovia_enterophila-_|X83807|-_DSM_43852_T"	"X83807"	"43678"	"Oerskovia enterophila"	"2"	"201174"	"1760"	"85006"	"85016"	"162491"	"43678"	NA
"AB695376-_Sediminihabitans_luteus-_Sediminihabitans_luteus-_|AB695376|-_H97-3_T"	"AB695376"	"1138585"	"Sediminihabitans luteus"	"2"	"201174"	"1760"	"85006"	"85016"	"1217414"	"1138585"	NA
"AB445007-_Paraoerskovia_marina-_Paraoerskovia_marina-_|AB445007|-_CTT-37_T"	"AB445007"	"1122933"	"Paraoerskovia marina"	"2"	"201174"	"1760"	"85006"	"85016"	"665568"	"545619"	"1122933"
"AB695378-_Paraoerskovia_sediminicola-_Paraoerskovia_sediminicola-_|AB695378|-_H25-14_T"	"AB695378"	"1138587"	"Paraoerskovia sediminicola"	"2"	"201174"	"1760"	"85006"	"85016"	"665568"	"1138587"	NA
"AB971840-_Tropicihabitans_flavus-_Tropicihabitans_flavus-_|AB971840|-_PS-14-16_T"	"AB971840"	"1516120"	"Tropicihabitans flavus"	"2"	"201174"	"1760"	"85006"	"85016"	"1655190"	"1516120"	NA
"X79450-_Sanguibacter_keddieii-_Sanguibacter_keddieii-_|X79450|-_ST74_T"	"X79450"	"446469"	"Sanguibacter keddieii"	"2"	"201174"	"1760"	"85006"	"145360"	"60919"	"60920"	"446469"
"X79451-_Sanguibacter_inulinus-_Sanguibacter_inulinus-_|X79451|-_ST50_T"	"X79451"	"60922"	"Sanguibacter inulinus"	"2"	"201174"	"1760"	"85006"	"145360"	"60919"	"60922"	NA
"KM406784-_Sanguibacter_gelidistatuariae-_Sanguibacter_gelidistatuariae-_|KM406784|-_ISLP-3_T"	"KM406784"	"1814289"	"Sanguibacter gelidistatuariae"	"2"	"201174"	"1760"	"85006"	"145360"	"60919"	"1814289"	NA
"X79452-_Sanguibacter_suarezii-_Sanguibacter_suarezii-_|X79452|-_ST26_T"	"X79452"	"60921"	"Sanguibacter suarezii"	"2"	"201174"	"1760"	"85006"	"145360"	"60919"	"60921"	NA
"EF211071-_Sanguibacter_antarcticus-_Sanguibacter_antarcticus-_|EF211071|-_KOPRI_21702_T"	"EF211071"	"372484"	"Sanguibacter antarcticus"	"2"	"201174"	"1760"	"85006"	"145360"	"60919"	"372484"	NA
"MW159710-_Sanguibacter_suaedae-_Sanguibacter_suaedae-_|MW159710|-_YZGR15T"	"MW159710"	"2795737"	"Sanguibacter suaedae"	"2"	"201174"	"1760"	"85006"	"145360"	"60919"	"2795737"	NA
"EF547937-_Flavimobilis_soli-_Flavimobilis_soli-_|EF547937|-_DCY22_T"	"EF547937"	"442709"	"Flavimobilis soli"	"2"	"201174"	"1760"	"85006"	"85022"	"2756312"	"442709"	NA
"MW832498-_Flavimobilis_rhizosphaerae-_Flavimobilis_rhizosphaerae-_|MW832498|-_1_T"	"MW832498"	"2773456"	"Flavimobilis rhizosphaerae"	"2"	"201174"	"1760"	"85006"	"85022"	"2756312"	"2773456"	NA
