"tip_label"	"genome_id"	"taxid"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
"GCA_001821655|k__Bacteria|p__Candidatus_Portnoybacteria|c__Candidatus_Portnoybacteria_unclassified|o__Candidatus_Portnoybacteria_unclassified|f__Candidatus_Portnoybacteria_unclassified|g__Candidatus_Portnoybacteria_unclassified|s__Candidatus_Portnoybacteria_bacterium_RIFCSPHIGHO2_12_FULL_38_9"	"GCA_001821655"	"1801997"	"2"	"1817913"	NA	NA	NA	NA	"1801997"	NA
"GCA_000993525|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_GW2011_GWF2_39_13b"	"GCA_000993525"	"1618962"	"2"	NA	NA	NA	NA	NA	"1618962"	NA
"GCA_002793835|k__Bacteria|p__Candidatus_Portnoybacteria|c__Candidatus_Portnoybacteria_unclassified|o__Candidatus_Portnoybacteria_unclassified|f__Candidatus_Portnoybacteria_unclassified|g__Candidatus_Portnoybacteria_unclassified|s__Candidatus_Portnoybacteria_bacterium_CG10_big_fil_rev_8_21_14_0_10_36_7"	"GCA_002793835"	"1974812"	"2"	"1817913"	NA	NA	NA	NA	"1974812"	NA
"GCA_002793945|k__Bacteria|p__Candidatus_Portnoybacteria|c__Candidatus_Portnoybacteria_unclassified|o__Candidatus_Portnoybacteria_unclassified|f__Candidatus_Portnoybacteria_unclassified|g__Candidatus_Portnoybacteria_unclassified|s__Candidatus_Portnoybacteria_bacterium_CG10_big_fil_rev_8_21_14_0_10_44_7"	"GCA_002793945"	"1974816"	"2"	"1817913"	NA	NA	NA	NA	"1974816"	NA
"GCA_000997765|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_GW2011_GWA2_42_11"	"GCA_000997765"	"1618819"	"2"	NA	NA	NA	NA	NA	"1618819"	NA
"GCA_001000145|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_GW2011_GWA2_43_9b"	"GCA_001000145"	"1618828"	"2"	NA	NA	NA	NA	NA	"1618828"	NA
"GCA_001819475|k__Bacteria|p__Candidatus_Portnoybacteria|c__Candidatus_Portnoybacteria_unclassified|o__Candidatus_Portnoybacteria_unclassified|f__Candidatus_Portnoybacteria_unclassified|g__Candidatus_Portnoybacteria_unclassified|s__Candidatus_Portnoybacteria_bacterium_RBG_13_41_18"	"GCA_001819475"	"1801991"	"2"	"1817913"	NA	NA	NA	NA	"1801991"	NA
"GCA_001819495|k__Bacteria|p__Candidatus_Portnoybacteria|c__Candidatus_Portnoybacteria_unclassified|o__Candidatus_Portnoybacteria_unclassified|f__Candidatus_Portnoybacteria_unclassified|g__Candidatus_Portnoybacteria_unclassified|s__Candidatus_Portnoybacteria_bacterium_RBG_19FT_COMBO_36_7"	"GCA_001819495"	"1801992"	"2"	"1817913"	NA	NA	NA	NA	"1801992"	NA
"GCA_001773975|k__Bacteria|p__Candidatus_Azambacteria|c__Candidatus_Azambacteria_unclassified|o__Candidatus_Azambacteria_unclassified|f__Candidatus_Azambacteria_unclassified|g__Candidatus_Azambacteria_unclassified|s__Candidatus_Azambacteria_bacterium_RBG_16_47_10"	"GCA_001773975"	"1797292"	"2"	"1752741"	NA	NA	NA	NA	"1797292"	NA
"GCA_001774085|k__Bacteria|p__Candidatus_Azambacteria|c__Candidatus_Azambacteria_unclassified|o__Candidatus_Azambacteria_unclassified|f__Candidatus_Azambacteria_unclassified|g__Candidatus_Azambacteria_unclassified|s__Candidatus_Azambacteria_bacterium_RIFCSPLOWO2_01_FULL_46_25"	"GCA_001774085"	"1797298"	"2"	"1752741"	NA	NA	NA	NA	"1797298"	NA
"GCA_002923395|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_HR34"	"GCA_002923395"	"2035429"	"2"	NA	NA	NA	NA	NA	"2035429"	NA
"GCA_001823215|k__Bacteria|p__Candidatus_Wildermuthbacteria|c__Candidatus_Wildermuthbacteria_unclassified|o__Candidatus_Wildermuthbacteria_unclassified|f__Candidatus_Wildermuthbacteria_unclassified|g__Candidatus_Wildermuthbacteria_unclassified|s__Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_25"	"GCA_001823215"	"1802450"	"2"	"1817923"	NA	NA	NA	NA	"1802450"	NA
"GCA_001825005|k__Bacteria|p__Candidatus_Wildermuthbacteria|c__Candidatus_Wildermuthbacteria_unclassified|o__Candidatus_Wildermuthbacteria_unclassified|f__Candidatus_Wildermuthbacteria_unclassified|g__Candidatus_Wildermuthbacteria_unclassified|s__Candidatus_Wildermuthbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_16"	"GCA_001825005"	"1802461"	"2"	"1817923"	NA	NA	NA	NA	"1802461"	NA
"GCA_001823165|k__Bacteria|p__Candidatus_Wildermuthbacteria|c__Candidatus_Wildermuthbacteria_unclassified|o__Candidatus_Wildermuthbacteria_unclassified|f__Candidatus_Wildermuthbacteria_unclassified|g__Candidatus_Wildermuthbacteria_unclassified|s__Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_01_FULL_49_22b"	"GCA_001823165"	"1802448"	"2"	"1817923"	NA	NA	NA	NA	"1802448"	NA
"GCA_001823235|k__Bacteria|p__Candidatus_Wildermuthbacteria|c__Candidatus_Wildermuthbacteria_unclassified|o__Candidatus_Wildermuthbacteria_unclassified|f__Candidatus_Wildermuthbacteria_unclassified|g__Candidatus_Wildermuthbacteria_unclassified|s__Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_02_FULL_47_12"	"GCA_001823235"	"1802451"	"2"	"1817923"	NA	NA	NA	NA	"1802451"	NA
"GCA_002774495|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_CG08_land_8_20_14_0_20_38_56"	"GCA_002774495"	"2014322"	"2"	NA	NA	NA	NA	NA	"2014322"	NA
"GCA_000992935|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_GW2011_GWC1_38_6"	"GCA_000992935"	"1618898"	"2"	NA	NA	NA	NA	NA	"1618898"	NA
"GCA_003518025|k__Bacteria|p__Candidatus_Staskawiczbacteria|c__Candidatus_Staskawiczbacteria_unclassified|o__Candidatus_Staskawiczbacteria_unclassified|f__Candidatus_Staskawiczbacteria_unclassified|g__Candidatus_Staskawiczbacteria_unclassified|s__Candidatus_Staskawiczbacteria_bacterium"	"GCA_003518025"	"2053617"	"2"	"1817916"	NA	NA	NA	NA	"2053617"	NA
"GCA_001822065|k__Bacteria|p__Candidatus_Staskawiczbacteria|c__Candidatus_Staskawiczbacteria_unclassified|o__Candidatus_Staskawiczbacteria_unclassified|f__Candidatus_Staskawiczbacteria_unclassified|g__Candidatus_Staskawiczbacteria_unclassified|s__Candidatus_Staskawiczbacteria_bacterium_RIFOXYB1_FULL_37_44"	"GCA_001822065"	"1802223"	"2"	"1817916"	NA	NA	NA	NA	"1802223"	NA
"GCA_001822095|k__Bacteria|p__Candidatus_Staskawiczbacteria|c__Candidatus_Staskawiczbacteria_unclassified|o__Candidatus_Staskawiczbacteria_unclassified|f__Candidatus_Staskawiczbacteria_unclassified|g__Candidatus_Staskawiczbacteria_unclassified|s__Candidatus_Staskawiczbacteria_bacterium_RIFOXYC1_FULL_38_18"	"GCA_001822095"	"1802229"	"2"	"1817916"	NA	NA	NA	NA	"1802229"	NA
"GCA_001820145|k__Bacteria|p__Candidatus_Staskawiczbacteria|c__Candidatus_Staskawiczbacteria_unclassified|o__Candidatus_Staskawiczbacteria_unclassified|f__Candidatus_Staskawiczbacteria_unclassified|g__Candidatus_Staskawiczbacteria_unclassified|s__Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_02_FULL_34_9"	"GCA_001820145"	"1802206"	"2"	"1817916"	NA	NA	NA	NA	"1802206"	NA
"GCA_001820095|k__Bacteria|p__Candidatus_Staskawiczbacteria|c__Candidatus_Staskawiczbacteria_unclassified|o__Candidatus_Staskawiczbacteria_unclassified|f__Candidatus_Staskawiczbacteria_unclassified|g__Candidatus_Staskawiczbacteria_unclassified|s__Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_01_FULL_39_25"	"GCA_001820095"	"1802202"	"2"	"1817916"	NA	NA	NA	NA	"1802202"	NA
"GCA_001820115|k__Bacteria|p__Candidatus_Staskawiczbacteria|c__Candidatus_Staskawiczbacteria_unclassified|o__Candidatus_Staskawiczbacteria_unclassified|f__Candidatus_Staskawiczbacteria_unclassified|g__Candidatus_Staskawiczbacteria_unclassified|s__Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_41"	"GCA_001820115"	"1802203"	"2"	"1817916"	NA	NA	NA	NA	"1802203"	NA
"GCA_001820175|k__Bacteria|p__Candidatus_Staskawiczbacteria|c__Candidatus_Staskawiczbacteria_unclassified|o__Candidatus_Staskawiczbacteria_unclassified|f__Candidatus_Staskawiczbacteria_unclassified|g__Candidatus_Staskawiczbacteria_unclassified|s__Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_22"	"GCA_001820175"	"1802207"	"2"	"1817916"	NA	NA	NA	NA	"1802207"	NA
"GCA_001820255|k__Bacteria|p__Candidatus_Staskawiczbacteria|c__Candidatus_Staskawiczbacteria_unclassified|o__Candidatus_Staskawiczbacteria_unclassified|f__Candidatus_Staskawiczbacteria_unclassified|g__Candidatus_Staskawiczbacteria_unclassified|s__Candidatus_Staskawiczbacteria_bacterium_RIFCSPLOWO2_01_FULL_38_12b"	"GCA_001820255"	"1802214"	"2"	"1817916"	NA	NA	NA	NA	"1802214"	NA
"GCA_002784765|k__Bacteria|p__Candidatus_Nealsonbacteria|c__Candidatus_Nealsonbacteria_unclassified|o__Candidatus_Nealsonbacteria_unclassified|f__Candidatus_Nealsonbacteria_unclassified|g__Candidatus_Nealsonbacteria_unclassified|s__Candidatus_Nealsonbacteria_bacterium_CG_4_10_14_0_8_um_filter_37_14"	"GCA_002784765"	"1974684"	"2"	"1817911"	NA	NA	NA	NA	"1974684"	NA
"GCA_001508405|k__Bacteria|p__Candidatus_Parcubacteria|c__Candidatus_Parcubacteria_unclassified|o__Candidatus_Parcubacteria_unclassified|f__Candidatus_Parcubacteria_unclassified|g__Candidatus_Parcubacteria_unclassified|s__Parcubacteria_bacterium_34_609"	"GCA_001508405"	"1641386"	"2"	"221216"	NA	NA	NA	NA	"1641386"	NA
"GCA_002774465|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_CG08_land_8_20_14_0_20_43_9"	"GCA_002774465"	"2014323"	"2"	NA	NA	NA	NA	NA	"2014323"	NA
"GCA_002771495|k__Bacteria|p__Candidatus_Nealsonbacteria|c__Candidatus_Nealsonbacteria_unclassified|o__Candidatus_Nealsonbacteria_unclassified|f__Candidatus_Nealsonbacteria_unclassified|g__Candidatus_Nealsonbacteria_unclassified|s__Candidatus_Nealsonbacteria_bacterium_CG23_combo_of_CG06_09_8_20_14_all_39_17"	"GCA_002771495"	"1974722"	"2"	"1817911"	NA	NA	NA	NA	"1974722"	NA
"GCA_001303135|k__Bacteria|p__Candidatus_Parcubacteria|c__Candidatus_Parcubacteria_unclassified|o__Candidatus_Parcubacteria_unclassified|f__Candidatus_Parcubacteria_unclassified|g__Candidatus_Parcubacteria_unclassified|s__Parcubacteria_bacterium_DG_72"	"GCA_001303135"	"1703764"	"2"	"221216"	NA	NA	NA	NA	"1703764"	NA
"GCA_002771915|k__Bacteria|p__Candidatus_Portnoybacteria|c__Candidatus_Portnoybacteria_unclassified|o__Candidatus_Portnoybacteria_unclassified|f__Candidatus_Portnoybacteria_unclassified|g__Candidatus_Portnoybacteria_unclassified|s__Candidatus_Portnoybacteria_bacterium_CG23_combo_of_CG06_09_8_20_14_all_37_13"	"GCA_002771915"	"1974819"	"2"	"1817913"	NA	NA	NA	NA	"1974819"	NA
"GCA_001303125|k__Bacteria|p__Candidatus_Parcubacteria|c__Candidatus_Parcubacteria_unclassified|o__Candidatus_Parcubacteria_unclassified|f__Candidatus_Parcubacteria_unclassified|g__Candidatus_Parcubacteria_unclassified|s__Parcubacteria_bacterium_DG_74_1"	"GCA_001303125"	"1703765"	"2"	"221216"	NA	NA	NA	NA	"1703765"	NA
"GCA_001821485|k__Bacteria|p__Candidatus_Nealsonbacteria|c__Candidatus_Nealsonbacteria_unclassified|o__Candidatus_Nealsonbacteria_unclassified|f__Candidatus_Nealsonbacteria_unclassified|g__Candidatus_Nealsonbacteria_unclassified|s__Candidatus_Nealsonbacteria_bacterium_RIFCSPLOWO2_01_FULL_41_9"	"GCA_001821485"	"1801671"	"2"	"1817911"	NA	NA	NA	NA	"1801671"	NA
"GCA_001819175|k__Bacteria|p__Candidatus_Nealsonbacteria|c__Candidatus_Nealsonbacteria_unclassified|o__Candidatus_Nealsonbacteria_unclassified|f__Candidatus_Nealsonbacteria_unclassified|g__Candidatus_Nealsonbacteria_unclassified|s__Candidatus_Nealsonbacteria_bacterium_RBG_13_37_56"	"GCA_001819175"	"1801661"	"2"	"1817911"	NA	NA	NA	NA	"1801661"	NA
"GCA_002774615|k__Bacteria|p__Candidatus_Nealsonbacteria|c__Candidatus_Nealsonbacteria_unclassified|o__Candidatus_Nealsonbacteria_unclassified|f__Candidatus_Nealsonbacteria_unclassified|g__Candidatus_Nealsonbacteria_unclassified|s__Candidatus_Nealsonbacteria_bacterium_CG08_land_8_20_14_0_20_38_20"	"GCA_002774615"	"1974705"	"2"	"1817911"	NA	NA	NA	NA	"1974705"	NA
"GCA_001302965|k__Bacteria|p__Candidatus_Parcubacteria|c__Candidatus_Parcubacteria_unclassified|o__Candidatus_Parcubacteria_unclassified|f__Candidatus_Parcubacteria_unclassified|g__Candidatus_Parcubacteria_unclassified|s__Parcubacteria_bacterium_DG_74_2"	"GCA_001302965"	"1703766"	"2"	"221216"	NA	NA	NA	NA	"1703766"	NA
"GCA_001302985|k__Bacteria|p__Candidatus_Parcubacteria|c__Candidatus_Parcubacteria_unclassified|o__Candidatus_Parcubacteria_unclassified|f__Candidatus_Parcubacteria_unclassified|g__Candidatus_Parcubacteria_unclassified|s__Parcubacteria_bacterium_DG_74_3"	"GCA_001302985"	"1703767"	"2"	"221216"	NA	NA	NA	NA	"1703767"	NA
"GCA_001822835|k__Bacteria|p__Candidatus_Terrybacteria|c__Candidatus_Terrybacteria_unclassified|o__Candidatus_Terrybacteria_unclassified|f__Candidatus_Terrybacteria_unclassified|g__Candidatus_Terrybacteria_unclassified|s__Candidatus_Terrybacteria_bacterium_RIFCSPHIGHO2_01_FULL_48_17"	"GCA_001822835"	"1802362"	"2"	"1817920"	NA	NA	NA	NA	"1802362"	NA
"GCA_001822855|k__Bacteria|p__Candidatus_Terrybacteria|c__Candidatus_Terrybacteria_unclassified|o__Candidatus_Terrybacteria_unclassified|f__Candidatus_Terrybacteria_unclassified|g__Candidatus_Terrybacteria_unclassified|s__Candidatus_Terrybacteria_bacterium_RIFCSPHIGHO2_01_FULL_58_15"	"GCA_001822855"	"1802363"	"2"	"1817920"	NA	NA	NA	NA	"1802363"	NA
"GCA_000996085|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_GW2011_GWB1_40_14"	"GCA_000996085"	"1618865"	"2"	NA	NA	NA	NA	NA	"1618865"	NA
"GCA_001822815|k__Bacteria|p__Candidatus_Terrybacteria|c__Candidatus_Terrybacteria_unclassified|o__Candidatus_Terrybacteria_unclassified|f__Candidatus_Terrybacteria_unclassified|g__Candidatus_Terrybacteria_unclassified|s__Candidatus_Terrybacteria_bacterium_RIFCSPHIGHO2_01_FULL_43_35"	"GCA_001822815"	"1802361"	"2"	"1817920"	NA	NA	NA	NA	"1802361"	NA
"GCA_001819435|k__Bacteria|p__Candidatus_Portnoybacteria|c__Candidatus_Portnoybacteria_unclassified|o__Candidatus_Portnoybacteria_unclassified|f__Candidatus_Portnoybacteria_unclassified|g__Candidatus_Portnoybacteria_unclassified|s__Candidatus_Portnoybacteria_bacterium_RBG_13_40_8"	"GCA_001819435"	"1801990"	"2"	"1817913"	NA	NA	NA	NA	"1801990"	NA
"GCA_001817235|k__Bacteria|p__Candidatus_Brennerbacteria|c__Candidatus_Brennerbacteria_unclassified|o__Candidatus_Brennerbacteria_unclassified|f__Candidatus_Brennerbacteria_unclassified|g__Candidatus_Brennerbacteria_unclassified|s__Candidatus_Brennerbacteria_bacterium_RIFOXYD1_FULL_41_16"	"GCA_001817235"	"1797529"	"2"	"1817902"	NA	NA	NA	NA	"1797529"	NA
"GCA_001774135|k__Bacteria|p__Candidatus_Azambacteria|c__Candidatus_Azambacteria_unclassified|o__Candidatus_Azambacteria_unclassified|f__Candidatus_Azambacteria_unclassified|g__Candidatus_Azambacteria_unclassified|s__Candidatus_Azambacteria_bacterium_RIFCSPLOWO2_02_FULL_44_14"	"GCA_001774135"	"1797306"	"2"	"1752741"	NA	NA	NA	NA	"1797306"	NA
"GCA_001775785|k__Bacteria|p__Candidatus_Azambacteria|c__Candidatus_Azambacteria_unclassified|o__Candidatus_Azambacteria_unclassified|f__Candidatus_Azambacteria_unclassified|g__Candidatus_Azambacteria_unclassified|s__Candidatus_Azambacteria_bacterium_RIFCSPHIGHO2_01_FULL_40_24"	"GCA_001775785"	"1797301"	"2"	"1752741"	NA	NA	NA	NA	"1797301"	NA
"GCA_001824395|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_RIFCSPHIGHO2_02_FULL_48_10b"	"GCA_001824395"	"1817741"	"2"	NA	NA	NA	NA	NA	"1817741"	NA
"GCA_001824435|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_RIFCSPLOWO2_01_FULL_48_18"	"GCA_001824435"	"1817743"	"2"	NA	NA	NA	NA	NA	"1817743"	NA
"GCA_001817755|k__Bacteria|p__Candidatus_Colwellbacteria|c__Candidatus_Colwellbacteria_unclassified|o__Candidatus_Colwellbacteria_unclassified|f__Candidatus_Colwellbacteria_unclassified|g__Candidatus_Colwellbacteria_unclassified|s__Candidatus_Colwellbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_10"	"GCA_001817755"	"1797690"	"2"	"1817904"	NA	NA	NA	NA	"1797690"	NA
"GCA_002773725|k__Bacteria|p__Candidatus_Colwellbacteria|c__Candidatus_Colwellbacteria_unclassified|o__Candidatus_Colwellbacteria_unclassified|f__Candidatus_Colwellbacteria_unclassified|g__Candidatus_Colwellbacteria_unclassified|s__Candidatus_Colwellbacteria_bacterium_CG10_big_fil_rev_8_21_14_0_10_42_22"	"GCA_002773725"	"1974540"	"2"	"1817904"	NA	NA	NA	NA	"1974540"	NA
"GCA_002773755|k__Bacteria|p__Candidatus_Colwellbacteria|c__Candidatus_Colwellbacteria_unclassified|o__Candidatus_Colwellbacteria_unclassified|f__Candidatus_Colwellbacteria_unclassified|g__Candidatus_Colwellbacteria_unclassified|s__Candidatus_Colwellbacteria_bacterium_CG10_big_fil_rev_8_21_14_0_10_41_28"	"GCA_002773755"	"1974539"	"2"	"1817904"	NA	NA	NA	NA	"1974539"	NA
"GCA_001002215|k__Bacteria|p__Candidatus_Nomurabacteria|c__Candidatus_Nomurabacteria_unclassified|o__Candidatus_Nomurabacteria_unclassified|f__Candidatus_Nomurabacteria_unclassified|g__Candidatus_Nomurabacteria_unclassified|s__Candidatus_Nomurabacteria_bacterium_GW2011_GWA1_46_11"	"GCA_001002215"	"1618732"	"2"	"1752729"	NA	NA	NA	NA	"1618732"	NA
"GCA_001003145|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_GW2011_GWA1_47_11"	"GCA_001003145"	"1618792"	"2"	NA	NA	NA	NA	NA	"1618792"	NA
"GCA_001781035|k__Bacteria|p__Candidatus_Jorgensenbacteria|c__Candidatus_Jorgensenbacteria_unclassified|o__Candidatus_Jorgensenbacteria_unclassified|f__Candidatus_Jorgensenbacteria_unclassified|g__Candidatus_Jorgensenbacteria_unclassified|s__Candidatus_Jorgensenbacteria_bacterium_RIFCSPLOWO2_01_FULL_45_25b"	"GCA_001781035"	"1798471"	"2"	"1752739"	NA	NA	NA	NA	"1798471"	NA
"GCA_001004105|k__Bacteria|p__Candidatus_Jorgensenbacteria|c__Candidatus_Jorgensenbacteria_unclassified|o__Candidatus_Jorgensenbacteria_unclassified|f__Candidatus_Jorgensenbacteria_unclassified|g__Candidatus_Jorgensenbacteria_unclassified|s__Candidatus_Jorgensenbacteria_bacterium_GW2011_GWB1_50_10"	"GCA_001004105"	"1618665"	"2"	"1752739"	NA	NA	NA	NA	"1618665"	NA
"GCA_001003475|k__Bacteria|p__Candidatus_Jorgensenbacteria|c__Candidatus_Jorgensenbacteria_unclassified|o__Candidatus_Jorgensenbacteria_unclassified|f__Candidatus_Jorgensenbacteria_unclassified|g__Candidatus_Jorgensenbacteria_unclassified|s__Candidatus_Jorgensenbacteria_bacterium_GW2011_GWA1_48_11"	"GCA_001003475"	"1618660"	"2"	"1752739"	NA	NA	NA	NA	"1618660"	NA
"GCA_001779505|k__Bacteria|p__Candidatus_Jorgensenbacteria|c__Candidatus_Jorgensenbacteria_unclassified|o__Candidatus_Jorgensenbacteria_unclassified|f__Candidatus_Jorgensenbacteria_unclassified|g__Candidatus_Jorgensenbacteria_unclassified|s__Candidatus_Jorgensenbacteria_bacterium_GWA1_54_12"	"GCA_001779505"	"1798468"	"2"	"1752739"	NA	NA	NA	NA	"1798468"	NA
"GCA_001818615|k__Bacteria|p__Candidatus_Liptonbacteria|c__Candidatus_Liptonbacteria_unclassified|o__Candidatus_Liptonbacteria_unclassified|f__Candidatus_Liptonbacteria_unclassified|g__Candidatus_Liptonbacteria_unclassified|s__Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_45_15"	"GCA_001818615"	"1798649"	"2"	"1817909"	NA	NA	NA	NA	"1798649"	NA
"GCA_001818895|k__Bacteria|p__Candidatus_Liptonbacteria|c__Candidatus_Liptonbacteria_unclassified|o__Candidatus_Liptonbacteria_unclassified|f__Candidatus_Liptonbacteria_unclassified|g__Candidatus_Liptonbacteria_unclassified|s__Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_53_13"	"GCA_001818895"	"1798651"	"2"	"1817909"	NA	NA	NA	NA	"1798651"	NA
"GCA_001818625|k__Bacteria|p__Candidatus_Liptonbacteria|c__Candidatus_Liptonbacteria_unclassified|o__Candidatus_Liptonbacteria_unclassified|f__Candidatus_Liptonbacteria_unclassified|g__Candidatus_Liptonbacteria_unclassified|s__Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_52_25"	"GCA_001818625"	"1798650"	"2"	"1817909"	NA	NA	NA	NA	"1798650"	NA
"GCA_001819945|k__Bacteria|p__Candidatus_Ryanbacteria|c__Candidatus_Ryanbacteria_unclassified|o__Candidatus_Ryanbacteria_unclassified|f__Candidatus_Ryanbacteria_unclassified|g__Candidatus_Ryanbacteria_unclassified|s__Candidatus_Ryanbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_26"	"GCA_001819945"	"1802126"	"2"	"1817914"	NA	NA	NA	NA	"1802126"	NA
"GCA_001005035|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_GW2011_GWA1_59_11"	"GCA_001005035"	"1618804"	"2"	NA	NA	NA	NA	NA	"1618804"	NA
"GCA_001004965|k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Parcubacteria_group_bacterium_GW2011_GWB1_56_8"	"GCA_001004965"	"1618888"	"2"	NA	NA	NA	NA	NA	"1618888"	NA
"GCA_001818575|k__Bacteria|p__Candidatus_Liptonbacteria|c__Candidatus_Liptonbacteria_unclassified|o__Candidatus_Liptonbacteria_unclassified|f__Candidatus_Liptonbacteria_unclassified|g__Candidatus_Liptonbacteria_unclassified|s__Candidatus_Liptonbacteria_bacterium_RIFCSPHIGHO2_01_FULL_57_28"	"GCA_001818575"	"1798647"	"2"	"1817909"	NA	NA	NA	NA	"1798647"	NA
"GCA_002773535|k__Bacteria|p__Candidatus_Harrisonbacteria|c__Candidatus_Harrisonbacteria_unclassified|o__Candidatus_Harrisonbacteria_unclassified|f__Candidatus_Harrisonbacteria_unclassified|g__Candidatus_Harrisonbacteria_unclassified|s__Candidatus_Harrisonbacteria_bacterium_CG10_big_fil_rev_8_21_14_0_10_40_38"	"GCA_002773535"	"1974583"	"2"	"1817905"	NA	NA	NA	NA	"1974583"	NA
"GCA_002796205|k__Bacteria|p__Candidatus_Liptonbacteria|c__Candidatus_Liptonbacteria_unclassified|o__Candidatus_Liptonbacteria_unclassified|f__Candidatus_Liptonbacteria_unclassified|g__Candidatus_Liptonbacteria_unclassified|s__Candidatus_Liptonbacteria_bacterium_CG11_big_fil_rev_8_21_14_0_20_35_14"	"GCA_002796205"	"1974634"	"2"	"1817909"	NA	NA	NA	NA	"1974634"	NA
"GCA_002774755|k__Bacteria|p__Candidatus_Wolfebacteria|c__Candidatus_Wolfebacteria_unclassified|o__Candidatus_Wolfebacteria_unclassified|f__Candidatus_Wolfebacteria_unclassified|g__Candidatus_Wolfebacteria_unclassified|s__Candidatus_Wolfebacteria_bacterium_CG10_big_fil_rev_8_21_14_0_10_31_9"	"GCA_002774755"	"1975070"	"2"	"1752735"	NA	NA	NA	NA	"1975070"	NA
"GCA_001793895|k__Bacteria|p__Candidatus_Wolfebacteria|c__Candidatus_Wolfebacteria_unclassified|o__Candidatus_Wolfebacteria_unclassified|f__Candidatus_Wolfebacteria_unclassified|g__Candidatus_Wolfebacteria_unclassified|s__Candidatus_Wolfebacteria_bacterium_RIFOXYB1_FULL_54_12"	"GCA_001793895"	"1802559"	"2"	"1752735"	NA	NA	NA	NA	"1802559"	NA
"GCA_001793935|k__Bacteria|p__Candidatus_Wolfebacteria|c__Candidatus_Wolfebacteria_unclassified|o__Candidatus_Wolfebacteria_unclassified|f__Candidatus_Wolfebacteria_unclassified|g__Candidatus_Wolfebacteria_unclassified|s__Candidatus_Wolfebacteria_bacterium_RIFOXYD1_FULL_48_65"	"GCA_001793935"	"1802561"	"2"	"1752735"	NA	NA	NA	NA	"1802561"	NA
