"node"	"taxid"	"n_labels"	"node_label"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"	"Taxon_name"	"Rank"
23100	"397275"	1	"397275"	"2"	"1224"	"28216"	"206351"	"2897177"	"397275"	NA	NA	"Andreprevotia"	"genus"
23101	"885864"	1	"885864"	"2"	"1224"	"28216"	"206351"	"2897177"	"885864"	NA	NA	"Jeongeupia"	"genus"
23102	"400947"	1	"400947"	"2"	"1224"	"28216"	"206351"	"2897177"	"400947"	NA	NA	"Deefgea"	"genus"
23104	"230666"	1	"230666"	"2"	"1224"	"28216"	"206351"	"2897177"	"230666"	NA	NA	"Chitinibacter"	"genus"
23108	"585890"	1	"585890"	"2"	"1224"	"28216"	"206351"	"2897177"	"585890"	NA	NA	"Chitiniphilus"	"genus"
23111	"300264"	1	"300264"	"2"	"1224"	"28216"	"206351"	"2897177"	"300264"	NA	NA	"Silvimonas"	"genus"
23113	"551208"	1	"551208"	"2"	"1224"	"28216"	"206351"	"2897177"	"551208"	NA	NA	"Chitinilyticum"	"genus"
23115	"32014"	1	"32014"	"2"	"1224"	"28216"	"206351"	"2897177"	"32014"	NA	NA	"Iodobacter"	"genus"
23119	"240411"	1	"240411"	"2"	"1224"	"28216"	"206351"	"2897177"	"240411"	NA	NA	"Chitinimonas"	"genus"
23125	"2897178"	2	"2897178+650341"	"2"	"1224"	"28216"	"206351"	"2897178"	NA	NA	NA	"Leeiaceae"	"family"
23125	"650341"	2	"2897178+650341"	"2"	"1224"	"28216"	"206351"	"2897178"	"650341"	NA	NA	"Leeia"	"genus"
23126	"2008790"	1	"2008790"	"2"	"1224"	"28216"	"32003"	"2008790"	NA	NA	NA	"Thiobacillaceae"	"family"
23127	"919"	1	"919"	"2"	"1224"	"28216"	"32003"	"2008790"	"919"	NA	NA	"Thiobacillus"	"genus"
23133	"2772226"	2	"2772226+1778653"	"2"	"1224"	"28216"	"32003"	"2772226"	NA	NA	NA	"Sulfuricellaceae"	"family"
23133	"1778653"	2	"2772226+1778653"	"2"	"1224"	"28216"	"32003"	"2772226"	"1778653"	NA	NA	"Sulfuriferula"	"genus"
23136	"32011"	1	"32011"	"2"	"1224"	"28216"	"32003"	"32011"	NA	NA	NA	"Methylophilaceae"	"family"
23140	"16"	1	"16"	"2"	"1224"	"28216"	"32003"	"32011"	"16"	NA	NA	"Methylophilus"	"genus"
23147	"359407"	1	"359407"	"2"	"1224"	"28216"	"32003"	"32011"	"359407"	NA	NA	"Methylotenera"	"genus"
23151	"404"	1	"404"	"2"	"1224"	"28216"	"32003"	"32011"	"404"	NA	NA	"Methylobacillus"	"genus"
23158	"81682"	1	"81682"	"2"	"1224"	"28216"	"32003"	"32011"	"81682"	NA	NA	"Methylovorus"	"genus"
23165	"206379"	1	"206379"	"2"	"1224"	"28216"	"32003"	"206379"	NA	NA	NA	"Nitrosomonadaceae"	"family"
23166	"914"	1	"914"	"2"	"1224"	"28216"	"32003"	"206379"	"914"	NA	NA	"Nitrosomonas"	"genus"
23175	"35798"	1	"35798"	"2"	"1224"	"28216"	"32003"	"206379"	"35798"	NA	NA	"Nitrosospira"	"genus"
23177	"90627"	1	"90627"	"2"	"1224"	"28216"	"32003"	"90627"	NA	NA	NA	"Gallionellaceae"	"family"
23179	"119068"	2	"119068+967"	"2"	"1224"	"28216"	"32003"	"119068"	NA	NA	NA	"Spirillaceae"	"family"
23179	"967"	2	"119068+967"	"2"	"1224"	"28216"	"32003"	"119068"	"967"	NA	NA	"Spirillum"	"genus"
23180	"2008793"	1	"2008793"	"2"	"1224"	"28216"	"32003"	"2008793"	NA	NA	NA	"Sterolibacteriaceae"	"family"
23186	"378210"	1	"378210"	"2"	"1224"	"28216"	"32003"	"2008793"	"378210"	NA	NA	"Methyloversatilis"	"genus"
23191	"2008795"	1	"2008795"	"2"	"1224"	"28216"	"206389"	"2008795"	NA	NA	NA	"Azonexaceae"	"family"
23192	"73029"	1	"73029"	"2"	"1224"	"28216"	"206389"	"2008795"	"73029"	NA	NA	"Dechloromonas"	"genus"
23196	"146936"	1	"146936"	"2"	"1224"	"28216"	"206389"	"2008795"	"146936"	NA	NA	"Azonexus"	"genus"
23199	"1064"	1	"1064"	"2"	"1224"	"28216"	"206389"	"75787"	"1064"	NA	NA	"Rhodocyclus"	"genus"
23203	"83766"	1	"83766"	"2"	"1224"	"28216"	"206389"	"75787"	"83766"	NA	NA	"Propionivibrio"	"genus"
23205	"146937"	1	"146937"	"2"	"1224"	"28216"	"206389"	"75787"	"146937"	NA	NA	"Azospira"	"genus"
23209	"392735"	1	"392735"	"2"	"1224"	"28216"	"206389"	"2008794"	"392735"	NA	NA	"Uliginosibacterium"	"genus"
23212	"1769726"	1	"1769726"	"2"	"1224"	"28216"	"206389"	"75787"	"1769726"	NA	NA	"Niveibacterium"	"genus"
23213	"349"	1	"349"	"2"	"1224"	"28216"	"206389"	"2008794"	"349"	NA	NA	"Zoogloea"	"genus"
23220	"33057"	1	"33057"	"2"	"1224"	"28216"	"206389"	"2008794"	"33057"	NA	NA	"Thauera"	"genus"
23232	"2891324"	1	"2891324"	"2"	"1224"	"28216"	"206389"	"2008794"	"2891324"	NA	NA	"Pseudothauera"	"genus"
23236	"551759"	1	"551759"	"2"	"1224"	"28216"	"206389"	"75787"	"551759"	NA	NA	"Aromatoleum"	"genus"
23248	"12960"	1	"12960"	"2"	"1224"	"28216"	"206389"	"2008794"	"12960"	NA	NA	"Azoarcus"	"genus"
23250	"2891294"	1	"2891294"	"2"	"1224"	"28216"	"206389"	"2008794"	"2891294"	NA	NA	"Nitrogeniibacter"	"genus"
23251	"2008785"	3	"2008785+119069+206349"	"2"	"1224"	"2008785"	NA	NA	NA	NA	NA	"Hydrogenophilia"	"class"
23251	"119069"	3	"2008785+119069+206349"	"2"	"1224"	"2008785"	"119069"	NA	NA	NA	NA	"Hydrogenophilales"	"order"
23251	"206349"	3	"2008785+119069+206349"	"2"	"1224"	"2008785"	"119069"	"206349"	NA	NA	NA	"Hydrogenophilaceae"	"family"
23253	"70774"	1	"70774"	"2"	"1224"	"2008785"	"119069"	"206349"	"70774"	NA	NA	"Hydrogenophilus"	"genus"
23256	"203470"	1	"203470"	"2"	"1224"	"2008785"	"119069"	"206349"	"203470"	NA	NA	"Tepidiphilus"	"genus"
23259	"135614"	3	"135614+1775411+32033"	"2"	"1224"	"1236"	"135614"	NA	NA	NA	NA	"Xanthomonadales"	"order"
23259	"1775411"	3	"135614+1775411+32033"	"2"	"1224"	"1236"	"135614"	"1775411"	NA	NA	NA	"Rhodanobacteraceae"	"family"
23259	"32033"	3	"135614+1775411+32033"	"2"	"1224"	"1236"	"135614"	"32033"	NA	NA	NA	"Xanthomonadaceae"	"family"
23268	"490567"	1	"490567"	"2"	"1224"	"1236"	"135614"	"32033"	"490567"	NA	NA	"Arenimonas"	"genus"
23269	"68"	2	"68+83614"	"2"	"1224"	"1236"	"135614"	"32033"	"68"	NA	NA	"Lysobacter"	"genus"
23269	"83614"	2	"68+83614"	"2"	"1224"	"1236"	"135614"	"32033"	"83614"	NA	NA	"Luteimonas"	"genus"
23278	"83618"	1	"83618"	"2"	"1224"	"1236"	"135614"	"32033"	"83618"	NA	NA	"Pseudoxanthomonas"	"genus"
23279	"338"	3	"338+29446+339"	"2"	"1224"	"1236"	"135614"	"32033"	"338"	NA	NA	"Xanthomonas"	"genus"
23279	"29446"	3	"338+29446+339"	"2"	"1224"	"1236"	"135614"	"32033"	"338"	"29446"	NA	"Xanthomonas sp."	"species"
23279	"339"	3	"338+29446+339"	"2"	"1224"	"1236"	"135614"	"32033"	"338"	"339"	NA	"Xanthomonas campestris"	"species"
23288	"56454"	1	"56454"	"2"	"1224"	"1236"	"135614"	"32033"	"338"	"56454"	NA	"Xanthomonas hortorum"	"species"
23296	"346"	1	"346"	"2"	"1224"	"1236"	"135614"	"32033"	"338"	"346"	NA	"Xanthomonas citri"	"species"
23299	"456327"	1	"456327"	"2"	"1224"	"1236"	"135614"	"32033"	"338"	"456327"	NA	"Xanthomonas euvesicatoria"	"species"
23311	"40323"	1	"40323"	"2"	"1224"	"1236"	"135614"	"32033"	"40323"	NA	NA	"Stenotrophomonas"	"genus"
23321	"86188"	1	"86188"	"2"	"1224"	"1236"	"135614"	"32033"	"40323"	"86188"	NA	"Stenotrophomonas geniculata"	"species"
23354	"2370"	2	"2370+2371"	"2"	"1224"	"1236"	"135614"	"32033"	"2370"	NA	NA	"Xylella"	"genus"
23354	"2371"	2	"2370+2371"	"2"	"1224"	"1236"	"135614"	"32033"	"2370"	"2371"	NA	"Xylella fastidiosa"	"species"
23403	"141948"	1	"141948"	"2"	"1224"	"1236"	"135614"	"32033"	"141948"	NA	NA	"Thermomonas"	"genus"
23429	"1649512"	1	"1649512"	"2"	"1224"	"1236"	"135614"	"32033"	"1649512"	NA	NA	"Vulcaniibacterium"	"genus"
23440	"292713"	1	"292713"	"2"	"1224"	"1236"	"135614"	"32033"	"292713"	NA	NA	"Silanimonas"	"genus"
23480	"1453544"	1	"1453544"	"2"	"1224"	"1236"	"135614"	"1775411"	"1453544"	NA	NA	"Tahibacter"	"genus"
23484	"323413"	1	"323413"	"2"	"1224"	"1236"	"135614"	"1775411"	"323413"	NA	NA	"Dokdonella"	"genus"
23492	"155196"	1	"155196"	"2"	"1224"	"1236"	"135614"	"1775411"	"155196"	NA	NA	"Fulvimonas"	"genus"
23495	"70411"	1	"70411"	"2"	"1224"	"1236"	"135614"	"1775411"	"70411"	NA	NA	"Frateuria"	"genus"
23496	"231454"	1	"231454"	"2"	"1224"	"1236"	"135614"	"1775411"	"231454"	NA	NA	"Dyella"	"genus"
23505	"75309"	1	"75309"	"2"	"1224"	"1236"	"135614"	"1775411"	"75309"	NA	NA	"Rhodanobacter"	"genus"
23527	"1849580"	1	"1849580"	"2"	"1224"	"1236"	"135614"	"1775411"	"231454"	"1849580"	NA	"Dyella nitratireducens"	"species"
23548	"242605"	1	"242605"	"2"	"1224"	"1236"	"135614"	"1775411"	"242605"	NA	NA	"Luteibacter"	"genus"
23550	"1649642"	1	"1649642"	"2"	"1224"	"1236"	"135614"	"1775411"	"1649642"	NA	NA	"Oleiagrimonas"	"genus"
23560	"73778"	1	"73778"	"2"	"1224"	"1236"	"135618"	"403"	"73778"	NA	NA	"Methylocaldum"	"genus"
23571	"1051"	1	"1051"	"2"	"1224"	"1236"	"135613"	"72276"	"1051"	NA	NA	"Ectothiorhodospira"	"genus"
23573	"106633"	1	"106633"	"2"	"1224"	"1236"	"135613"	"72276"	"106633"	NA	NA	"Thioalkalivibrio"	"genus"
23589	"1765964"	1	"1765964"	"2"	"1224"	"1236"	"135613"	"72276"	"1765964"	NA	NA	"Acidihalobacter"	"genus"
23597	"85108"	1	"85108"	"2"	"1224"	"1236"	"135613"	"72276"	"85108"	NA	NA	"Halorhodospira"	"genus"
23600	"133193"	1	"133193"	"2"	"1224"	"1236"	"135613"	"72276"	"133193"	NA	NA	"Alkalilimnicola"	"genus"
23603	"1335745"	1	"1335745"	"2"	"1224"	"1236"	"135613"	"72276"	"1335745"	NA	NA	"Spiribacter"	"genus"
23607	"2368"	1	"2368"	"2"	"1224"	"1236"	"135613"	"72276"	"2368"	NA	NA	"Arhodomonas"	"genus"
23608	"406099"	1	"406099"	"2"	"1224"	"1236"	"135613"	"72276"	"406099"	NA	NA	"Aquisalimonas"	"genus"
23614	"397268"	1	"397268"	"2"	"1224"	"1236"	"135613"	"72276"	"397268"	NA	NA	"Thiohalomonas"	"genus"
23617	"863253"	1	"863253"	"2"	"1224"	"1236"	"135619"	"224372"	"863253"	NA	NA	"Marinicella"	"genus"
23620	"1502941"	1	"1502941"	"2"	"1224"	"1236"	"135619"	"2823145"	"1502941"	NA	NA	"Pleionea"	"genus"
23621	"1676141"	2	"1676141+1676142"	"2"	"1224"	"1236"	"135613"	"1676141"	NA	NA	NA	"Wenzhouxiangellaceae"	"family"
23621	"1676142"	2	"1676141+1676142"	"2"	"1224"	"1236"	"135613"	"1676141"	"1676142"	NA	NA	"Wenzhouxiangella"	"genus"
23624	"742030"	2	"742030+742031"	"2"	"1224"	"1236"	"742030"	NA	NA	NA	NA	"Salinisphaerales"	"order"
23624	"742031"	2	"742030+742031"	"2"	"1224"	"1236"	"742030"	"742031"	NA	NA	NA	"Salinisphaeraceae"	"family"
23625	"180541"	1	"180541"	"2"	"1224"	"1236"	"742030"	"742031"	"180541"	NA	NA	"Salinisphaera"	"genus"
23634	"1807140"	2	"1807140+225057"	"2"	"1224"	"1807140"	NA	NA	NA	NA	NA	"Acidithiobacillia"	"class"
23634	"225057"	2	"1807140+225057"	"2"	"1224"	"1807140"	"225057"	NA	NA	NA	NA	"Acidithiobacillales"	"order"
23635	"225058"	2	"225058+119977"	"2"	"1224"	"1807140"	"225057"	"225058"	NA	NA	NA	"Acidithiobacillaceae"	"family"
23635	"119977"	2	"225058+119977"	"2"	"1224"	"1807140"	"225057"	"225058"	"119977"	NA	NA	"Acidithiobacillus"	"genus"
23643	"225059"	2	"225059+119979"	"2"	"1224"	"1807140"	"225057"	"225059"	NA	NA	NA	"Thermithiobacillaceae"	"family"
23643	"119979"	2	"225059+119979"	"2"	"1224"	"1807140"	"225057"	"225059"	"119979"	NA	NA	"Thermithiobacillus"	"genus"
23646	"1266054"	2	"1266054+1266053"	"2"	"1224"	"1236"	"1775403"	"1266054"	NA	NA	NA	"Algiphilaceae"	"family"
23646	"1266053"	2	"1266054+1266053"	"2"	"1224"	"1236"	"1775403"	"1266054"	"1266053"	NA	NA	"Algiphilus"	"genus"
23647	"317574"	1	"317574"	"2"	"1224"	"1236"	"135618"	"1486721"	"317574"	NA	NA	"Methylothermus"	"genus"
23648	"1400857"	2	"1400857+1400827"	"2"	"1224"	"1236"	NA	"1400857"	NA	NA	NA	"Candidatus Competibacteraceae"	"family"
23648	"1400827"	2	"1400857+1400827"	"2"	"1224"	"1236"	NA	"1400857"	"1400827"	NA	NA	"Plasticicumulans"	"genus"
23652	"204441"	5	"204441+2844866+41295+597359+1081"	"2"	"1224"	"28211"	"204441"	NA	NA	NA	NA	"Rhodospirillales"	"order"
23652	"2844866"	5	"204441+2844866+41295+597359+1081"	"2"	"1224"	"28211"	"204441"	"2844866"	NA	NA	NA	"Thalassospiraceae"	"family"
23652	"41295"	5	"204441+2844866+41295+597359+1081"	"2"	"1224"	"28211"	"204441"	"41295"	NA	NA	NA	"Rhodospirillaceae"	"family"
23652	"597359"	5	"204441+2844866+41295+597359+1081"	"2"	"1224"	"28211"	"204441"	"597359"	NA	NA	NA	"Kiloniellaceae"	"family"
23652	"1081"	5	"204441+2844866+41295+597359+1081"	"2"	"1224"	"28211"	"204441"	"41295"	"1081"	NA	NA	"Rhodospirillum"	"genus"
23656	"45401"	1	"45401"	"2"	"1224"	"28211"	"356"	"45401"	NA	NA	NA	"Hyphomicrobiaceae"	"family"
23658	"204455"	3	"204455+2813035+31989"	"2"	"1224"	"28211"	"204455"	NA	NA	NA	NA	"Rhodobacterales"	"order"
23658	"2813035"	3	"204455+2813035+31989"	"2"	"1224"	"28211"	"356"	"2813035"	NA	NA	NA	"Parvibaculaceae"	"family"
23658	"31989"	3	"204455+2813035+31989"	"2"	"1224"	"28211"	"204455"	"31989"	NA	NA	NA	"Paracoccaceae"	"family"
23664	"34008"	1	"34008"	"2"	"1224"	"28211"	"204455"	"31989"	"34008"	NA	NA	"Rhodovulum"	"genus"
23666	"2854170"	2	"2854170+1433986"	"2"	"1224"	"28211"	"204455"	"2854170"	NA	NA	NA	"Roseobacteraceae"	"family"
23666	"1433986"	2	"2854170+1433986"	"2"	"1224"	"28211"	"204455"	"2854170"	"1433986"	NA	NA	"Actibacterium"	"genus"
23667	"311411"	1	"311411"	"2"	"1224"	"28211"	"204455"	"2854170"	"311411"	NA	NA	"Pseudoruegeria"	"genus"
23669	"1434029"	6	"1434029+2083206+315422+573139+60136+97050"	"2"	"1224"	"28211"	"204455"	"2854170"	"1434029"	NA	NA	"Pelagimonas"	"genus"
23669	"2083206"	6	"1434029+2083206+315422+573139+60136+97050"	"2"	"1224"	"28211"	"204455"	"31989"	"2083206"	NA	NA	"Tritonibacter"	"genus"
23669	"315422"	6	"1434029+2083206+315422+573139+60136+97050"	"2"	"1224"	"28211"	"204455"	"2854170"	"315422"	NA	NA	"Palleronia"	"genus"
23669	"573139"	6	"1434029+2083206+315422+573139+60136+97050"	"2"	"1224"	"28211"	"204455"	"2854170"	"573139"	NA	NA	"Shimia"	"genus"
23669	"60136"	6	"1434029+2083206+315422+573139+60136+97050"	"2"	"1224"	"28211"	"204455"	"2854170"	"60136"	NA	NA	"Sulfitobacter"	"genus"
23669	"97050"	6	"1434029+2083206+315422+573139+60136+97050"	"2"	"1224"	"28211"	"204455"	"2854170"	"97050"	NA	NA	"Ruegeria"	"genus"
23670	"1679449"	3	"1679449+263377+335927"	"2"	"1224"	"28211"	"204455"	"31989"	"1679449"	NA	NA	"Pseudooceanicola"	"genus"
23670	"263377"	3	"1679449+263377+335927"	"2"	"1224"	"28211"	"204455"	"2854170"	"263377"	NA	NA	"Salipiger"	"genus"
23670	"335927"	3	"1679449+263377+335927"	"2"	"1224"	"28211"	"204455"	"2854170"	"335927"	NA	NA	"Thalassovita"	"genus"
23671	"481178"	1	"481178"	"2"	"1224"	"28211"	"204455"	"2854170"	"481178"	NA	NA	"Seohaeicola"	"genus"
23681	"1195766"	1	"1195766"	"2"	"1224"	"28211"	"204455"	"31989"	"1195766"	NA	NA	"Planktotalea"	"genus"
23687	"1617805"	1	"1617805"	"2"	"1224"	"28211"	"204455"	"31989"	"1617805"	NA	NA	"Amylibacter"	"genus"
23695	"1042323"	1	"1042323"	"2"	"1224"	"28211"	"204455"	"2854170"	"1042323"	NA	NA	"Pacificibacter"	"genus"
23697	"1658781"	1	"1658781"	"2"	"1224"	"28211"	"204455"	"31989"	"1658781"	NA	NA	"Aliiroseovarius"	"genus"
23704	"947567"	1	"947567"	"2"	"1224"	"28211"	"204455"	"2854170"	"947567"	NA	NA	"Litoreibacter"	"genus"
23713	"53945"	1	"53945"	"2"	"1224"	"28211"	"204455"	"2854170"	"53945"	NA	NA	"Octadecabacter"	"genus"
23731	"302485"	1	"302485"	"2"	"1224"	"28211"	"204455"	"2854170"	"302485"	NA	NA	"Phaeobacter"	"genus"
23732	"191028"	1	"191028"	"2"	"1224"	"28211"	"204455"	"2854170"	"191028"	NA	NA	"Leisingera"	"genus"
23739	"1541822"	1	"1541822"	"2"	"1224"	"28211"	"204455"	"31989"	"1541822"	NA	NA	"Pseudophaeobacter"	"genus"
23746	"2812012"	1	"2812012"	"2"	"1224"	"28211"	"204455"	"31989"	"2812012"	NA	NA	"Zongyanglinia"	"genus"
23747	"1541818"	1	"1541818"	"2"	"1224"	"28211"	"204455"	"31989"	"1541818"	NA	NA	"Sedimentitalea"	"genus"
23756	"2613960"	1	"2613960"	"2"	"1224"	"28211"	"204455"	"31989"	"2613960"	NA	NA	"Pseudopuniceibacterium"	"genus"
23758	"1608404"	1	"1608404"	"2"	"1224"	"28211"	"204455"	"31989"	"1608404"	NA	NA	"Puniceibacterium"	"genus"
23760	"2824145"	1	"2824145"	"2"	"1224"	"28211"	"204455"	"31989"	"2824145"	NA	NA	"Antarcticimicrobium"	"genus"
23771	"81569"	1	"81569"	"2"	"1224"	"28211"	"204455"	"2854170"	"97050"	"81569"	NA	"Ruegeria atlantica"	"species"
23783	"2854184"	1	"2854184"	"2"	"1224"	"28211"	"204455"	"2854170"	"2854184"	NA	NA	"Falsiruegeria"	"genus"
23789	"2211636"	1	"2211636"	"2"	"1224"	"28211"	"204455"	"31989"	"2211636"	NA	NA	"Cognatiyoonia"	"genus"
23792	"2211641"	1	"2211641"	"2"	"1224"	"28211"	"204455"	"31989"	"2211641"	NA	NA	"Yoonia"	"genus"
23794	"245186"	1	"245186"	"2"	"1224"	"28211"	"204455"	"2854170"	"245186"	NA	NA	"Loktanella"	"genus"
23804	"1158296"	1	"1158296"	"2"	"1224"	"28211"	"204455"	"2854170"	"1158296"	NA	NA	"Poseidonocella"	"genus"
23807	"299261"	1	"299261"	"2"	"1224"	"28211"	"204455"	"2854170"	"299261"	NA	NA	"Tateyamaria"	"genus"
23816	"659428"	1	"659428"	"2"	"1224"	"28211"	"204455"	"2854170"	"659428"	NA	NA	"Marivita"	"genus"
23821	"2603319"	1	"2603319"	"2"	"1224"	"28211"	"204455"	"31989"	"2603319"	NA	NA	"Chachezhania"	"genus"
23823	"2211635"	1	"2211635"	"2"	"1224"	"28211"	"204455"	"31989"	"2211635"	NA	NA	"Cognatishimia"	"genus"
23824	"875170"	1	"875170"	"2"	"1224"	"28211"	"204455"	"2854170"	"875170"	NA	NA	"Celeribacter"	"genus"
23835	"490828"	1	"490828"	"2"	"1224"	"28211"	"204455"	"2854170"	"490828"	NA	NA	"Lutimaribacter"	"genus"
23838	"2855478"	1	"2855478"	"2"	"1224"	"28211"	"204455"	"2854170"	"2855478"	NA	NA	"Salibaculum"	"genus"
23842	"1604279"	1	"1604279"	"2"	"1224"	"28211"	"204455"	"31989"	"1604279"	NA	NA	"Cribrihabitans"	"genus"
23849	"393277"	1	"393277"	"2"	"1224"	"28211"	"204455"	"2854170"	"393277"	NA	NA	"Donghicola"	"genus"
23853	"2201383"	1	"2201383"	"2"	"1224"	"28211"	"204455"	"31989"	"2201383"	NA	NA	"Mangrovicoccus"	"genus"
23867	"1068904"	3	"1068904+159345+74030"	"2"	"1224"	"28211"	"204455"	"2854170"	"1068904"	NA	NA	"Primorskyibacter"	"genus"
23867	"159345"	3	"1068904+159345+74030"	"2"	"1224"	"28211"	"204455"	"2854170"	"159345"	NA	NA	"Roseibacterium"	"genus"
23867	"74030"	3	"1068904+159345+74030"	"2"	"1224"	"28211"	"204455"	"2854170"	"74030"	NA	NA	"Roseovarius"	"genus"
23868	"1400062"	1	"1400062"	"2"	"1224"	"28211"	"204455"	"2854170"	"1400062"	NA	NA	"Tranquillimonas"	"genus"
23876	"93682"	1	"93682"	"2"	"1224"	"28211"	"204455"	"2854170"	"93682"	NA	NA	"Roseivivax"	"genus"
23885	"2047740"	1	"2047740"	"2"	"1224"	"28211"	"204455"	"31989"	"2047740"	NA	NA	"Rhodosalinus"	"genus"
23894	"1914026"	1	"1914026"	"2"	"1224"	"28211"	"204455"	"31989"	"1914026"	NA	NA	"Marimonas"	"genus"
23896	"1434019"	2	"1434019+58842"	"2"	"1224"	"28211"	"204455"	"2854170"	"1434019"	NA	NA	"Mameliella"	"genus"
23896	"58842"	2	"1434019+58842"	"2"	"1224"	"28211"	"204455"	"2854170"	"58842"	NA	NA	"Sagittula"	"genus"
23901	"74032"	1	"74032"	"2"	"1224"	"28211"	"204455"	"2854170"	"74032"	NA	NA	"Antarctobacter"	"genus"
23926	"599652"	1	"599652"	"2"	"1224"	"28211"	"204455"	"2854170"	"599652"	NA	NA	"Tropicimonas"	"genus"
23931	"2854181"	1	"2854181"	"2"	"1224"	"28211"	"204455"	"2854170"	"2854181"	NA	NA	"Aliiruegeria"	"genus"
23945	"404235"	1	"404235"	"2"	"1224"	"28211"	"204455"	"2854170"	"404235"	NA	NA	"Maritimibacter"	"genus"
23979	"1775424"	1	"1775424"	"2"	"1224"	"28211"	"204455"	"31989"	"1775424"	NA	NA	"Nioella"	"genus"
23984	"336277"	1	"336277"	"2"	"1224"	"28211"	"204455"	"2854170"	"336277"	NA	NA	"Roseicyclus"	"genus"
23985	"2211639"	1	"2211639"	"2"	"1224"	"28211"	"204455"	"31989"	"2211639"	NA	NA	"Pseudaestuariivita"	"genus"
24004	"2338561"	1	"2338561"	"2"	"1224"	"28211"	"204455"	"31989"	"2338561"	NA	NA	"Pelagivirga"	"genus"
24005	"2047745"	1	"2047745"	"2"	"1224"	"28211"	"204455"	"31989"	"2047745"	NA	NA	"Oceaniglobus"	"genus"
24009	"1400059"	1	"1400059"	"2"	"1224"	"28211"	"204455"	"2854170"	"1400059"	NA	NA	"Pontibaca"	"genus"
24014	"436357"	1	"436357"	"2"	"1224"	"28211"	"204455"	"2854170"	"436357"	NA	NA	"Thalassococcus"	"genus"
24026	"2433"	1	"2433"	"2"	"1224"	"28211"	"204455"	"2854170"	"2433"	NA	NA	"Roseobacter"	"genus"
24058	"1813601"	1	"1813601"	"2"	"1224"	"28211"	"204455"	"31989"	"1813601"	NA	NA	"Pseudoroseicyclus"	"genus"
24060	"2211638"	1	"2211638"	"2"	"1224"	"28211"	"204455"	"31989"	"2211638"	NA	NA	"Limimaricola"	"genus"
24069	"295418"	1	"295418"	"2"	"1224"	"28211"	"204455"	"2854170"	"295418"	NA	NA	"Rubellimicrobium"	"genus"
24073	"653686"	1	"653686"	"2"	"1224"	"28211"	"204455"	"2854170"	"653686"	NA	NA	"Wenxinia"	"genus"
24075	"1759396"	1	"1759396"	"2"	"1224"	"28211"	"204455"	"31989"	"1759396"	NA	NA	"Marivivens"	"genus"
24084	"188905"	1	"188905"	"2"	"1224"	"28211"	"204455"	"2854170"	"188905"	NA	NA	"Jannaschia"	"genus"
24103	"285107"	2	"285107+285109"	"2"	"1224"	"28211"	"204455"	"31989"	"285107"	NA	NA	"Thioclava"	"genus"
24103	"285109"	2	"285107+285109"	"2"	"1224"	"28211"	"204455"	"31989"	"285107"	"285109"	NA	"Thioclava pacifica"	"species"
24106	"1060"	1	"1060"	"2"	"1224"	"28211"	"204455"	"31989"	"1060"	NA	NA	"Rhodobacter"	"genus"
24107	"2918791"	1	"2918791"	"2"	"1224"	"28211"	"204455"	"31989"	"2918791"	NA	NA	"Phaeovulum"	"genus"
24114	"265"	1	"265"	"2"	"1224"	"28211"	"204455"	"31989"	"265"	NA	NA	"Paracoccus"	"genus"
24188	"34007"	1	"34007"	"2"	"1224"	"28211"	"204455"	"31989"	"265"	"34007"	NA	"Paracoccus versutus"	"species"
24201	"121820"	1	"121820"	"2"	"1224"	"28211"	"204455"	"31989"	"121820"	NA	NA	"Roseinatronobacter"	"genus"
24202	"119541"	1	"119541"	"2"	"1224"	"28211"	"204455"	"31989"	"119541"	NA	NA	"Rhodobaca"	"genus"
24206	"1097465"	1	"1097465"	"2"	"1224"	"28211"	"204455"	"31989"	"1097465"	NA	NA	"Pararhodobacter"	"genus"
24208	"2676790"	1	"2676790"	"2"	"1224"	"28211"	"204455"	"31989"	"2676790"	NA	NA	"Acidimangrovimonas"	"genus"
24214	"1775705"	1	"1775705"	"2"	"1224"	"28211"	"204455"	"31989"	"1775705"	NA	NA	"Frigidibacter"	"genus"
24216	"1097466"	1	"1097466"	"2"	"1224"	"28211"	"204455"	"31989"	"1097466"	NA	NA	"Defluviimonas"	"genus"
24220	"366614"	1	"366614"	"2"	"1224"	"28211"	"204455"	"31989"	"366614"	NA	NA	"Haematobacter"	"genus"
24221	"1443919"	2	"1443919+1653176"	"2"	"1224"	"28211"	"204455"	"31989"	"1443919"	NA	NA	"Tabrizicola"	"genus"
24221	"1653176"	2	"1443919+1653176"	"2"	"1224"	"28211"	"204455"	"31989"	"1653176"	NA	NA	"Cereibacter"	"genus"
24223	"2939641"	1	"2939641"	"2"	"1224"	"28211"	"204455"	"31989"	"2939641"	NA	NA	"Pseudotabrizicola"	"genus"
24226	"238783"	1	"238783"	"2"	"1224"	"28211"	"204455"	"31989"	"238783"	NA	NA	"Pseudorhodobacter"	"genus"
24230	"1537716"	1	"1537716"	"2"	"1224"	"28211"	"204455"	"31989"	"1537716"	NA	NA	"Albirhodobacter"	"genus"
24234	"2804673"	1	"2804673"	"2"	"1224"	"28211"	"204455"	"31989"	"2804673"	NA	NA	"Cypionkella"	"genus"
