"node"	"taxid"	"n_labels"	"node_label"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
13231	"186801"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"1239"	"186801"	NA	NA	NA	NA	NA
13231	"203490"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"32066"	"203490"	NA	NA	NA	NA	NA
13231	"203692"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"203691"	"203692"	NA	NA	NA	NA	NA
13231	"3028117"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"1117"	"3028117"	NA	NA	NA	NA	NA
13231	"1161"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"1117"	"3028117"	"1161"	NA	NA	NA	NA
13231	"1643686"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"203691"	"203692"	"1643686"	NA	NA	NA	NA
13231	"186802"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"1239"	"186801"	"186802"	NA	NA	NA	NA
13231	"203491"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"32066"	"203490"	"203491"	NA	NA	NA	NA
13231	"1162"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"1117"	"3028117"	"1161"	"1162"	NA	NA	NA
13231	"143786"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"203691"	"203692"	"1643686"	"143786"	NA	NA	NA
13231	"203492"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"32066"	"203490"	"203491"	"203492"	NA	NA	NA
13231	"31979"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"1239"	"186801"	"186802"	"31979"	NA	NA	NA
13231	"1177"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"1117"	"3028117"	"1161"	"1162"	"1177"	NA	NA
13231	"1485"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"1239"	"186801"	"186802"	"31979"	"1485"	NA	NA
13231	"29521"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"203691"	"203692"	"1643686"	"143786"	"29521"	NA	NA
13231	"848"	20	"1117+1239+203691+32066+186801+203490+203692+3028117+1161+1643686+186802+203491+1162+143786+203492+31979+1177+1485+29521+848"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	NA	NA
13232	"1798710"	1	"1798710"	"2"	"1798710"	NA	NA	NA	NA	NA	NA
13244	"1906119"	1	"1906119"	"2"	"1798710"	NA	"1906119"	NA	NA	NA	NA
13259	"307595"	3	"307595+1890422+33071"	"2"	"1117"	"3028117"	"307595"	NA	NA	NA	NA
13259	"1890422"	3	"307595+1890422+33071"	"2"	"1117"	"3028117"	"307595"	"1890422"	NA	NA	NA
13259	"33071"	3	"307595+1890422+33071"	"2"	"1117"	"3028117"	"307595"	"1890422"	"33071"	NA	NA
13260	"1890424"	3	"1890424+1890426+1129"	"2"	"1117"	"3028117"	"1890424"	NA	NA	NA	NA
13260	"1890426"	3	"1890424+1890426+1129"	"2"	"1117"	"3028117"	"1890424"	"1890426"	NA	NA	NA
13260	"1129"	3	"1890424+1890426+1129"	"2"	"1117"	"3028117"	"1890424"	"1890426"	"1129"	NA	NA
13262	"1118"	5	"1118+2881377+1890450+2303730+1121"	"2"	"1117"	"3028117"	"1118"	NA	NA	NA	NA
13262	"2881377"	5	"1118+2881377+1890450+2303730+1121"	"2"	"1117"	"3028117"	"2881377"	NA	NA	NA	NA
13262	"1890450"	5	"1118+2881377+1890450+2303730+1121"	"2"	"1117"	"3028117"	"1118"	"1890450"	NA	NA	NA
13262	"2303730"	5	"1118+2881377+1890450+2303730+1121"	"2"	"1117"	"3028117"	"2881377"	"2303730"	NA	NA	NA
13262	"1121"	5	"1118+2881377+1890450+2303730+1121"	"2"	"1117"	"3028117"	"1118"	"1890450"	"1121"	NA	NA
13267	"2881426"	2	"2881426+167375"	"2"	"1117"	"3028117"	"1890424"	"2881426"	NA	NA	NA
13267	"167375"	2	"2881426+167375"	"2"	"1117"	"3028117"	"1890424"	"2881426"	"167375"	NA	NA
13300	"1218"	1	"1218"	"2"	"1117"	"3028117"	"1890424"	"2881426"	"1218"	NA	NA
13305	"1890429"	2	"1890429+155977"	"2"	"1117"	"3028117"	"1890424"	"1890429"	NA	NA	NA
13305	"155977"	2	"1890429+155977"	"2"	"1117"	"3028117"	"1890424"	"1890429"	"155977"	NA	NA
13308	"2881378"	2	"2881378+146785"	"2"	"1117"	"3028117"	"2881377"	"2881378"	NA	NA	NA
13308	"146785"	2	"2881378+146785"	"2"	"1117"	"3028117"	"2881377"	"2881378"	"146785"	NA	NA
13309	"1150"	7	"1150+1890436+1890438+1892254+1198+132605+47251"	"2"	"1117"	"3028117"	"1150"	NA	NA	NA	NA
13309	"1890436"	7	"1150+1890436+1890438+1892254+1198+132605+47251"	"2"	"1117"	"3028117"	"2881377"	"1890436"	NA	NA	NA
13309	"1890438"	7	"1150+1890436+1890438+1892254+1198+132605+47251"	"2"	"1117"	"3028117"	"2881377"	"1890438"	NA	NA	NA
13309	"1892254"	7	"1150+1890436+1890438+1892254+1198+132605+47251"	"2"	"1117"	"3028117"	"1150"	"1892254"	NA	NA	NA
13309	"1198"	7	"1150+1890436+1890438+1892254+1198+132605+47251"	"2"	"1117"	"3028117"	"1150"	"1892254"	"1198"	NA	NA
13309	"132605"	7	"1150+1890436+1890438+1892254+1198+132605+47251"	"2"	"1117"	"3028117"	"2881377"	"1890436"	"132605"	NA	NA
13309	"47251"	7	"1150+1890436+1890438+1892254+1198+132605+47251"	"2"	"1117"	"3028117"	"2881377"	"1890438"	"47251"	NA	NA
13317	"1152"	1	"1152"	"2"	"1117"	"3028117"	"2881377"	"1890436"	"1152"	NA	NA
13323	"1890428"	2	"1890428+28073"	"2"	"1117"	"3028117"	"1890424"	"1890428"	NA	NA	NA
13323	"28073"	2	"1890428+28073"	"2"	"1117"	"3028117"	"1150"	"1892254"	"28073"	NA	NA
13325	"1890431"	2	"1890431+217161"	"2"	"1117"	"3028117"	"1890424"	"1890431"	NA	NA	NA
13325	"217161"	2	"1890431+217161"	"2"	"1117"	"3028117"	"1890424"	"1890431"	"217161"	NA	NA
13336	"1890464"	5	"1890464+1892249+1892251+102231+43988"	"2"	"1117"	"3028117"	"1118"	"1890464"	NA	NA	NA
13336	"1892249"	5	"1890464+1892249+1892251+102231+43988"	"2"	"1117"	"3028117"	"1150"	"1892249"	NA	NA	NA
13336	"1892251"	5	"1890464+1892249+1892251+102231+43988"	"2"	"1117"	"3028117"	"1150"	"1892251"	NA	NA	NA
13336	"102231"	5	"1890464+1892249+1892251+102231+43988"	"2"	"1117"	"3028117"	"1118"	"1890464"	"102231"	NA	NA
13336	"43988"	5	"1890464+1892249+1892251+102231+43988"	"2"	"1117"	"3028117"	"1150"	"1892249"	"43988"	NA	NA
13343	"1155738"	1	"1155738"	"2"	"1117"	"3028117"	"1150"	"1892254"	"1155738"	NA	NA
13355	"52604"	3	"52604+1890500+44474"	"2"	"1117"	"3028117"	"52604"	NA	NA	NA	NA
13355	"1890500"	3	"52604+1890500+44474"	"2"	"1117"	"3028117"	"52604"	"1890500"	NA	NA	NA
13355	"44474"	3	"52604+1890500+44474"	"2"	"1117"	"3028117"	"52604"	"1890500"	"44474"	NA	NA
13359	"1890449"	2	"1890449+1125"	"2"	"1117"	"3028117"	"1118"	"1890449"	NA	NA	NA
13359	"1125"	2	"1890449+1125"	"2"	"1117"	"3028117"	"1118"	"1890449"	"1125"	NA	NA
13365	"28070"	1	"28070"	"2"	"1117"	"3028117"	"1118"	"1890450"	"28070"	NA	NA
13369	"263510"	1	"263510"	"2"	"1117"	"3028117"	"1118"	"1890450"	"263510"	NA	NA
13373	"1890498"	2	"1890498+102115"	"2"	"1117"	"3028117"	"52604"	"1890498"	NA	NA	NA
13373	"102115"	2	"1890498+102115"	"2"	"1117"	"3028117"	"52604"	"1890498"	"102115"	NA	NA
13381	"2815910"	2	"2815910+102234"	"2"	"1117"	"3028117"	"1118"	"2815910"	NA	NA	NA
13381	"102234"	2	"2815910+102234"	"2"	"1117"	"3028117"	"1118"	"2815910"	"102234"	NA	NA
13383	"669357"	1	"669357"	"2"	"1117"	"3028117"	"1118"	"1890464"	"669357"	NA	NA
13388	"3039989"	2	"3039989+1969992"	"2"	"1117"	"3028117"	"3039989"	NA	NA	NA	NA
13388	"1969992"	2	"3039989+1969992"	"2"	"1117"	"3028117"	"3039989"	"1969992"	NA	NA	NA
13390	"1892252"	2	"1892252+1158"	"2"	"1117"	"3028117"	"1150"	"1892252"	NA	NA	NA
13390	"1158"	2	"1892252+1158"	"2"	"1117"	"3028117"	"1150"	"1892254"	"1158"	NA	NA
13403	"2934961"	1	"2934961"	"2"	"1117"	"3028117"	"1150"	"2934961"	NA	NA	NA
13408	"54304"	1	"54304"	"2"	"1117"	"3028117"	"1150"	"1892252"	"54304"	NA	NA
13434	"1890505"	1	"1890505"	"2"	"1117"	"3028117"	"1890505"	NA	NA	NA	NA
13436	"1890528"	2	"1890528+54298"	"2"	"1117"	"3028117"	"1890505"	"1890528"	NA	NA	NA
13436	"54298"	2	"1890528+54298"	"2"	"1117"	"3028117"	"1890505"	"1890528"	"54298"	NA	NA
13443	"1185"	3	"1185+2661849+1186"	"2"	"1117"	"3028117"	"1161"	"1185"	NA	NA	NA
13443	"2661849"	3	"1185+2661849+1186"	"2"	"1117"	"3028117"	"1161"	"2661849"	NA	NA	NA
13443	"1186"	3	"1185+2661849+1186"	"2"	"1117"	"3028117"	"1161"	"2661849"	"1186"	NA	NA
13444	"1892263"	1	"1892263"	"2"	"1117"	"3028117"	"1161"	"1892263"	NA	NA	NA
13447	"1190"	1	"1190"	"2"	"1117"	"3028117"	"1161"	"1892263"	"1190"	NA	NA
13459	"119859"	2	"119859+111782"	"2"	"1117"	"3028117"	"1161"	"119859"	NA	NA	NA
13459	"111782"	2	"119859+111782"	"2"	"1117"	"3028117"	"1161"	"119859"	"111782"	NA	NA
13460	"1182"	2	"1182+1203"	"2"	"1117"	"3028117"	"1161"	"1182"	NA	NA	NA
13460	"1203"	2	"1182+1203"	"2"	"1117"	"3028117"	"1161"	"1182"	"1203"	NA	NA
13466	"1892259"	3	"1892259+1163+264688"	"2"	"1117"	"3028117"	"1161"	"1892259"	NA	NA	NA
13466	"1163"	3	"1892259+1163+264688"	"2"	"1117"	"3028117"	"1161"	"1162"	"1163"	NA	NA
13466	"264688"	3	"1892259+1163+264688"	"2"	"1117"	"3028117"	"1161"	"1162"	"264688"	NA	NA
13471	"244599"	1	"244599"	"2"	"1117"	"3028117"	"1161"	"1892259"	"244599"	NA	NA
13489	"159191"	1	"159191"	"2"	"1117"	"3028117"	"1161"	"1892259"	"159191"	NA	NA
13512	"201174"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"201174"	NA	NA	NA	NA	NA	NA
13512	"2818505"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"2818505"	NA	NA	NA	NA	NA	NA
13512	"544448"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"544448"	NA	NA	NA	NA	NA	NA
13512	"976"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"976"	NA	NA	NA	NA	NA	NA
13512	"1760"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"201174"	"1760"	NA	NA	NA	NA	NA
13512	"200643"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"976"	"200643"	NA	NA	NA	NA	NA
13512	"31969"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"544448"	"31969"	NA	NA	NA	NA	NA
13512	"32015"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"2818505"	"32015"	NA	NA	NA	NA	NA
13512	"171549"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"976"	"200643"	"171549"	NA	NA	NA	NA
13512	"2085"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"544448"	"31969"	"2085"	NA	NA	NA	NA
13512	"29"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"2818505"	"32015"	"29"	NA	NA	NA	NA
13512	"68295"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"1239"	"186801"	"68295"	NA	NA	NA	NA
13512	"85011"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"201174"	"1760"	"85011"	NA	NA	NA	NA
13512	"2062"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"201174"	"1760"	"85011"	"2062"	NA	NA	NA
13512	"2092"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"544448"	"31969"	"2085"	"2092"	NA	NA	NA
13512	"31"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"2818505"	"32015"	"29"	"31"	NA	NA	NA
13512	"815"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"976"	"200643"	"171549"	"815"	NA	NA	NA
13512	"1883"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"201174"	"1760"	"85011"	"2062"	"1883"	NA	NA
13512	"2093"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"544448"	"31969"	"2085"	"2092"	"2093"	NA	NA
13512	"816"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"976"	"200643"	"171549"	"815"	"816"	NA	NA
13512	"83461"	21	"201174+2818505+544448+976+1760+200643+31969+32015+171549+2085+29+68295+85011+2062+2092+31+815+1883+2093+816+83461"	"2"	"2818505"	"32015"	"29"	"31"	"83461"	NA	NA
13513	"91061"	4	"91061+1385+186817+1386"	"2"	"1239"	"91061"	NA	NA	NA	NA	NA
13513	"1385"	4	"91061+1385+186817+1386"	"2"	"1239"	"91061"	"1385"	NA	NA	NA	NA
13513	"186817"	4	"91061+1385+186817+1386"	"2"	"1239"	"91061"	"1385"	"186817"	NA	NA	NA
13513	"1386"	4	"91061+1385+186817+1386"	"2"	"1239"	"91061"	"1385"	"186817"	"1386"	NA	NA
13514	"2037"	2	"2037+2049"	"2"	"201174"	"1760"	"2037"	NA	NA	NA	NA
13514	"2049"	2	"2037+2049"	"2"	"201174"	"1760"	"2037"	"2049"	NA	NA	NA
13517	"84995"	4	"84995+84996+84997+42255"	"2"	"201174"	"84995"	NA	NA	NA	NA	NA
13517	"84996"	4	"84995+84996+84997+42255"	"2"	"201174"	"84995"	"84996"	NA	NA	NA	NA
13517	"84997"	4	"84995+84996+84997+42255"	"2"	"201174"	"84995"	"84996"	"84997"	NA	NA	NA
13517	"42255"	4	"84995+84996+84997+42255"	"2"	"201174"	"84995"	"84996"	"84997"	"42255"	NA	NA
13518	"1497346"	1	"1497346"	"2"	"201174"	"1497346"	NA	NA	NA	NA	NA
13520	"588673"	1	"588673"	"2"	"201174"	"1497346"	"588673"	NA	NA	NA	NA
13522	"84998"	3	"84998+84999+84107"	"2"	"201174"	"84998"	NA	NA	NA	NA	NA
13522	"84999"	3	"84998+84999+84107"	"2"	"201174"	"84998"	"84999"	NA	NA	NA	NA
13522	"84107"	3	"84998+84999+84107"	"2"	"201174"	"84998"	"84999"	"84107"	NA	NA	NA
13524	"1643822"	2	"1643822+1643826"	"2"	"201174"	"84998"	"1643822"	NA	NA	NA	NA
13524	"1643826"	2	"1643822+1643826"	"2"	"201174"	"84998"	"1643822"	"1643826"	NA	NA	NA
13525	"84108"	1	"84108"	"2"	"201174"	"84998"	"1643822"	"1643826"	"84108"	NA	NA
13528	"84111"	2	"84111+84162"	"2"	"201174"	"84998"	"1643822"	"1643826"	"84111"	NA	NA
13528	"84162"	2	"84111+84162"	"2"	"201174"	"84998"	"1643822"	"1643826"	"84162"	NA	NA
13537	"447020"	1	"447020"	"2"	"201174"	"84998"	"1643822"	"1643826"	"447020"	NA	NA
13538	"446660"	1	"446660"	"2"	"201174"	"84998"	"1643822"	"1643826"	"447020"	"446660"	NA
13543	"644652"	1	"644652"	"2"	"201174"	"84998"	"1643822"	"1643826"	"644652"	NA	NA
13553	"102106"	1	"102106"	"2"	"201174"	"84998"	"84999"	"84107"	"102106"	NA	NA
13558	"1472762"	1	"1472762"	"2"	"201174"	"84998"	"84999"	"84107"	"1472762"	NA	NA
13566	"1643824"	2	"1643824+1380"	"2"	"201174"	"84998"	"84999"	"1643824"	NA	NA	NA
13566	"1380"	2	"1643824+1380"	"2"	"201174"	"84998"	"84999"	"1643824"	"1380"	NA	NA
13568	"133925"	1	"133925"	"2"	"201174"	"84998"	"84999"	"1643824"	"133925"	NA	NA
13576	"2767353"	1	"2767353"	"2"	"201174"	"84998"	"84999"	"1643824"	"2767353"	NA	NA
13584	"84992"	2	"84992+84993"	"2"	"201174"	"84992"	NA	NA	NA	NA	NA
13584	"84993"	2	"84992+84993"	"2"	"201174"	"84992"	"84993"	NA	NA	NA	NA
13590	"84994"	1	"84994"	"2"	"201174"	"84992"	"84993"	"84994"	NA	NA	NA
13595	"85013"	1	"85013"	"2"	"201174"	"1760"	"85013"	NA	NA	NA	NA
13596	"74712"	1	"74712"	"2"	"201174"	"1760"	"85013"	"74712"	NA	NA	NA
13597	"2994361"	1	"2994361"	"2"	"201174"	"1760"	"85013"	"74712"	"2994361"	NA	NA
13599	"2994363"	1	"2994363"	"2"	"201174"	"1760"	"85013"	"74712"	"2994363"	NA	NA
13602	"1854"	1	"1854"	"2"	"201174"	"1760"	"85013"	"74712"	"1854"	NA	NA
13603	"2994362"	1	"2994362"	"2"	"201174"	"1760"	"85013"	"74712"	"2994362"	NA	NA
13609	"85006"	3	"85006+85023+1573"	"2"	"201174"	"1760"	"85006"	NA	NA	NA	NA
13609	"85023"	3	"85006+85023+1573"	"2"	"201174"	"1760"	"85006"	"85023"	NA	NA	NA
13609	"1573"	3	"85006+85023+1573"	"2"	"201174"	"1760"	"85006"	"85023"	"1573"	NA	NA
13612	"2039638"	2	"2039638+2162846"	"2"	"201174"	"1760"	"2039638"	NA	NA	NA	NA
13612	"2162846"	2	"2039638+2162846"	"2"	"201174"	"1760"	"2039638"	"2162846"	NA	NA	NA
13614	"2039639"	1	"2039639"	"2"	"201174"	"1760"	"2039638"	"2162846"	"2039639"	NA	NA
13616	"622681"	1	"622681"	"2"	"201174"	"1760"	"2039638"	"2162846"	"622681"	NA	NA
13621	"85010"	6	"85010+85014+2070+85034+2071+58113"	"2"	"201174"	"1760"	"85010"	NA	NA	NA	NA
13621	"85014"	6	"85010+85014+2070+85034+2071+58113"	"2"	"201174"	"1760"	"85014"	NA	NA	NA	NA
13621	"2070"	6	"85010+85014+2070+85034+2071+58113"	"2"	"201174"	"1760"	"85010"	"2070"	NA	NA	NA
13621	"85034"	6	"85010+85014+2070+85034+2071+58113"	"2"	"201174"	"1760"	"85014"	"85034"	NA	NA	NA
13621	"2071"	6	"85010+85014+2070+85034+2071+58113"	"2"	"201174"	"1760"	"85010"	"2070"	"2071"	NA	NA
13621	"58113"	6	"85010+85014+2070+85034+2071+58113"	"2"	"201174"	"1760"	"85014"	"85034"	"58113"	NA	NA
13624	"2805415"	3	"2805415+2805416+1434010"	"2"	"201174"	"1760"	"2805415"	NA	NA	NA	NA
13624	"2805416"	3	"2805415+2805416+1434010"	"2"	"201174"	"1760"	"2805415"	"2805416"	NA	NA	NA
13624	"1434010"	3	"2805415+2805416+1434010"	"2"	"201174"	"1760"	"2805415"	"2805416"	"1434010"	NA	NA
13626	"1643682"	1	"1643682"	"2"	"201174"	"1760"	"1643682"	NA	NA	NA	NA
13627	"85030"	2	"85030+1860"	"2"	"201174"	"1760"	"1643682"	"85030"	NA	NA	NA
13627	"1860"	2	"85030+1860"	"2"	"201174"	"1760"	"1643682"	"85030"	"1860"	NA	NA
13628	"88138"	1	"88138"	"2"	"201174"	"1760"	"1643682"	"85030"	"88138"	NA	NA
13635	"2183612"	1	"2183612"	"2"	"201174"	"1760"	"1643682"	"85030"	"2183612"	NA	NA
13638	"38501"	1	"38501"	"2"	"201174"	"1760"	"1643682"	"85030"	"38501"	NA	NA
13672	"2495577"	3	"2495577+622454+65502"	"2"	"201174"	"1760"	"2495577"	NA	NA	NA	NA
13672	"622454"	3	"2495577+622454+65502"	"2"	"201174"	"1760"	"2495577"	"622454"	NA	NA	NA
13672	"65502"	3	"2495577+622454+65502"	"2"	"201174"	"1760"	"2495577"	"622454"	"65502"	NA	NA
13677	"85008"	2	"85008+28056"	"2"	"201174"	"1760"	"85008"	NA	NA	NA	NA
13677	"28056"	2	"85008+28056"	"2"	"201174"	"1760"	"85008"	"28056"	NA	NA	NA
13680	"1865"	1	"1865"	"2"	"201174"	"1760"	"85008"	"28056"	"1865"	NA	NA
13693	"195964"	1	"195964"	"2"	"201174"	"1760"	"85008"	"28056"	"195964"	NA	NA
13695	"1873"	1	"1873"	"2"	"201174"	"1760"	"85008"	"28056"	"1873"	NA	NA
13711	"686309"	1	"686309"	"2"	"201174"	"1760"	"85008"	"28056"	"1873"	"686309"	NA
13748	"673534"	1	"673534"	"2"	"201174"	"1760"	"85008"	"28056"	"673534"	NA	NA
13754	"168694"	1	"168694"	"2"	"201174"	"1760"	"85008"	"28056"	"168694"	NA	NA
13762	"1643684"	3	"1643684+85031+53460"	"2"	"201174"	"1760"	"1643684"	NA	NA	NA	NA
13762	"85031"	3	"1643684+85031+53460"	"2"	"201174"	"1760"	"1643684"	"85031"	NA	NA	NA
13762	"53460"	3	"1643684+85031+53460"	"2"	"201174"	"1760"	"1643684"	"85031"	"53460"	NA	NA
13765	"85007"	3	"85007+85025+1817"	"2"	"201174"	"1760"	"85007"	NA	NA	NA	NA
13765	"85025"	3	"85007+85025+1817"	"2"	"201174"	"1760"	"85007"	"85025"	NA	NA	NA
13765	"1817"	3	"85007+85025+1817"	"2"	"201174"	"1760"	"85007"	"85025"	"1817"	NA	NA
13769	"1847"	1	"1847"	"2"	"201174"	"1760"	"85010"	"2070"	"1847"	NA	NA
13782	"40566"	1	"40566"	"2"	"201174"	"1760"	"85010"	"2070"	"40566"	NA	NA
13787	"2029"	1	"2029"	"2"	"201174"	"1760"	"85010"	"2070"	"2029"	NA	NA
13789	"43356"	1	"43356"	"2"	"201174"	"1760"	"85010"	"2070"	"43356"	NA	NA
13792	"65496"	1	"65496"	"2"	"201174"	"1760"	"85010"	"2070"	"65496"	NA	NA
13794	"1835"	1	"1835"	"2"	"201174"	"1760"	"85010"	"2070"	"1835"	NA	NA
13799	"146035"	1	"146035"	"2"	"201174"	"1760"	"85010"	"2070"	"1835"	"146035"	NA
13803	"622450"	3	"622450+622451+1849"	"2"	"201174"	"1760"	"622450"	NA	NA	NA	NA
13803	"622451"	3	"622450+622451+1849"	"2"	"201174"	"1760"	"622450"	"622451"	NA	NA	NA
13803	"1849"	3	"622450+622451+1849"	"2"	"201174"	"1760"	"622450"	"622451"	"1849"	NA	NA
13817	"165301"	1	"165301"	"2"	"201174"	"1760"	"85010"	"2070"	"165301"	NA	NA
13821	"40571"	1	"40571"	"2"	"201174"	"1760"	"85010"	"2070"	"165301"	"40571"	NA
13828	"531938"	1	"531938"	"2"	"201174"	"1760"	"85010"	"2070"	"165301"	"531938"	NA
13831	"695999"	1	"695999"	"2"	"201174"	"1760"	"85010"	"2070"	"695999"	NA	NA
13832	"39845"	1	"39845"	"2"	"201174"	"1760"	"85010"	"2070"	"39845"	NA	NA
13837	"909613"	1	"909613"	"2"	"201174"	"1760"	"85010"	"2070"	"39845"	"909613"	NA
13838	"1813"	1	"1813"	"2"	"201174"	"1760"	"85010"	"2070"	"1813"	NA	NA
13847	"142577"	2	"142577+1851"	"2"	"201174"	"1760"	"85010"	"2070"	"142577"	NA	NA
13847	"1851"	2	"142577+1851"	"2"	"201174"	"1760"	"85010"	"2070"	"1851"	NA	NA
13862	"129921"	1	"129921"	"2"	"201174"	"1760"	"85010"	"2070"	"1813"	"129921"	NA
13887	"85028"	2	"85028+2060"	"2"	"201174"	"1760"	"85007"	"85028"	NA	NA	NA
13887	"2060"	2	"85028+2060"	"2"	"201174"	"1760"	"85007"	"85028"	"2060"	NA	NA
13890	"85043"	1	"85043"	"2"	"201174"	"1760"	"85007"	"85025"	"85043"	NA	NA
13897	"85026"	2	"85026+2053"	"2"	"201174"	"1760"	"85007"	"85026"	NA	NA	NA
13897	"2053"	2	"85026+2053"	"2"	"201174"	"1760"	"85007"	"85026"	"2053"	NA	NA
13923	"1827"	2	"1827+103816"	"2"	"201174"	"1760"	"85007"	"85025"	"1827"	NA	NA
13923	"103816"	2	"1827+103816"	"2"	"201174"	"1760"	"85007"	"85025"	"1827"	"103816"	NA
13953	"334542"	1	"334542"	"2"	"201174"	"1760"	"85007"	"85025"	"1827"	"334542"	NA
13954	"37919"	1	"37919"	"2"	"201174"	"1760"	"85007"	"85025"	"1827"	"37919"	NA
13984	"316606"	2	"316606+286801"	"2"	"201174"	"1760"	"85007"	"316606"	NA	NA	NA
13984	"286801"	2	"316606+286801"	"2"	"201174"	"1760"	"85007"	"316606"	"286801"	NA	NA
13987	"85029"	2	"85029+37914"	"2"	"201174"	"1760"	"85007"	"85029"	NA	NA	NA
