"node"	"taxid"	"n_labels"	"node_label"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
13987	"37914"	2	"85029+37914"	"2"	"201174"	"1760"	"85007"	"85029"	"37914"	NA	NA
13994	"1653"	2	"1653+1716"	"2"	"201174"	"1760"	"85007"	"1653"	NA	NA	NA
13994	"1716"	2	"1653+1716"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	NA	NA
14086	"1762"	1	"1762"	"2"	"201174"	"1760"	"85007"	"1762"	NA	NA	NA
14087	"670516"	1	"670516"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	NA	NA
14092	"1763"	2	"1763+1866885"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	NA	NA
14092	"1866885"	2	"1763+1866885"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	NA	NA
14190	"2126281"	1	"2126281"	"2"	"201174"	"1760"	"85007"	"1762"	"2126281"	NA	NA
14192	"1073531"	1	"1073531"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	NA	NA
14287	"1767"	1	"1767"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1767"	NA
14293	"85012"	3	"85012+2004+321315"	"2"	"201174"	"1760"	"85012"	NA	NA	NA	NA
14293	"2004"	3	"85012+2004+321315"	"2"	"201174"	"1760"	"85012"	"2004"	NA	NA	NA
14293	"321315"	3	"85012+2004+321315"	"2"	"201174"	"1760"	"85012"	"2004"	"321315"	NA	NA
14294	"2000"	1	"2000"	"2"	"201174"	"1760"	"85012"	"2004"	"2000"	NA	NA
14298	"83676"	1	"83676"	"2"	"201174"	"1760"	"85012"	"83676"	NA	NA	NA
14299	"83677"	1	"83677"	"2"	"201174"	"1760"	"85012"	"83676"	"83677"	NA	NA
14305	"2013"	1	"2013"	"2"	"201174"	"1760"	"85012"	"83676"	"2013"	NA	NA
14315	"2012"	2	"2012+1988"	"2"	"201174"	"1760"	"85012"	"2012"	NA	NA	NA
14315	"1988"	2	"2012+1988"	"2"	"201174"	"1760"	"85012"	"2012"	"1988"	NA	NA
14317	"2019"	1	"2019"	"2"	"201174"	"1760"	"85012"	"2012"	"2019"	NA	NA
14331	"2005"	1	"2005"	"2"	"201174"	"1760"	"85012"	"2004"	"2005"	NA	NA
14337	"2871671"	1	"2871671"	"2"	"201174"	"1760"	"85012"	"2004"	"2871671"	NA	NA
14343	"83681"	1	"83681"	"2"	"201174"	"1760"	"85012"	"2004"	"83681"	NA	NA
14351	"414714"	3	"414714+414877+414878"	"2"	"201174"	"1760"	"414714"	NA	NA	NA	NA
14351	"414877"	3	"414714+414877+414878"	"2"	"201174"	"1760"	"414714"	"414877"	NA	NA	NA
14351	"414878"	3	"414714+414877+414878"	"2"	"201174"	"1760"	"414714"	"414877"	"414878"	NA	NA
14356	"2063"	1	"2063"	"2"	"201174"	"1760"	"85011"	"2062"	"2063"	NA	NA
14359	"228398"	1	"228398"	"2"	"201174"	"1760"	"85011"	"2062"	"228398"	NA	NA
14398	"1919"	1	"1919"	"2"	"201174"	"1760"	"85011"	"2062"	"1883"	"1919"	NA
14415	"2995702"	1	"2995702"	"2"	"201174"	"1760"	"85011"	"2062"	"2995702"	NA	NA
14435	"1971"	1	"1971"	"2"	"201174"	"1760"	"85011"	"2062"	"1883"	"1971"	NA
14452	"1886"	1	"1886"	"2"	"201174"	"1760"	"85011"	"2062"	"1883"	"1886"	NA
14673	"1217098"	2	"1217098+1217100"	"2"	"201174"	"1760"	"1217098"	NA	NA	NA	NA
14673	"1217100"	2	"1217098+1217100"	"2"	"201174"	"1760"	"1217098"	"1217100"	NA	NA	NA
14675	"281472"	1	"281472"	"2"	"201174"	"1760"	"1217098"	"1217100"	"281472"	NA	NA
14678	"85009"	2	"85009+85015"	"2"	"201174"	"1760"	"85009"	NA	NA	NA	NA
14678	"85015"	2	"85009+85015"	"2"	"201174"	"1760"	"85009"	"85015"	NA	NA	NA
14680	"2726069"	2	"2726069+182639"	"2"	"201174"	"1760"	"85009"	"2726069"	NA	NA	NA
14680	"182639"	2	"2726069+182639"	"2"	"201174"	"1760"	"85009"	"2726069"	"182639"	NA	NA
14682	"2805400"	2	"2805400+117156"	"2"	"201174"	"1760"	"85009"	"2805400"	NA	NA	NA
14682	"117156"	2	"2805400+117156"	"2"	"201174"	"1760"	"85009"	"2805400"	"117156"	NA	NA
14684	"31957"	1	"31957"	"2"	"201174"	"1760"	"85009"	"31957"	NA	NA	NA
14685	"29404"	1	"29404"	"2"	"201174"	"1760"	"85009"	"31957"	"29404"	NA	NA
14700	"72763"	1	"72763"	"2"	"201174"	"1760"	"85009"	"31957"	"72763"	NA	NA
14708	"1912216"	1	"1912216"	"2"	"201174"	"1760"	"85009"	"31957"	"1912216"	NA	NA
14710	"1912215"	1	"1912215"	"2"	"201174"	"1760"	"85009"	"31957"	"1912215"	NA	NA
14714	"1743"	1	"1743"	"2"	"201174"	"1760"	"85009"	"31957"	"1743"	NA	NA
14721	"2040"	1	"2040"	"2"	"201174"	"1760"	"85009"	"85015"	"2040"	NA	NA
14733	"86795"	1	"86795"	"2"	"201174"	"1760"	"85009"	"85015"	"86795"	NA	NA
14734	"1839"	1	"1839"	"2"	"201174"	"1760"	"85009"	"85015"	"1839"	NA	NA
14746	"2044"	2	"2044+35761"	"2"	"201174"	"1760"	"85009"	"85015"	"2044"	NA	NA
14746	"35761"	2	"2044+35761"	"2"	"201174"	"1760"	"85009"	"85015"	"1839"	"35761"	NA
14761	"85021"	1	"85021"	"2"	"201174"	"1760"	"85006"	"85021"	NA	NA	NA
14762	"85018"	1	"85018"	"2"	"201174"	"1760"	"85006"	"85018"	NA	NA	NA
14768	"2805426"	2	"2805426+57499"	"2"	"201174"	"1760"	"85006"	"2805426"	NA	NA	NA
14768	"57499"	2	"2805426+57499"	"2"	"201174"	"1760"	"85006"	"2805426"	"57499"	NA	NA
14770	"2805590"	2	"2805590+125287"	"2"	"201174"	"1760"	"85006"	"2805590"	NA	NA	NA
14770	"125287"	2	"2805590+125287"	"2"	"201174"	"1760"	"85006"	"2805590"	"125287"	NA	NA
14773	"265976"	1	"265976"	"2"	"201174"	"1760"	"85006"	"2805590"	"265976"	NA	NA
14775	"53357"	1	"53357"	"2"	"201174"	"1760"	"85006"	"85021"	"53357"	NA	NA
14780	"145357"	1	"145357"	"2"	"201174"	"1760"	"85006"	"145357"	NA	NA	NA
14781	"57495"	1	"57495"	"2"	"201174"	"1760"	"85006"	"145357"	"57495"	NA	NA
14784	"908251"	1	"908251"	"2"	"201174"	"1760"	"85006"	"145357"	"908251"	NA	NA
14785	"745364"	1	"745364"	"2"	"201174"	"1760"	"85006"	"145357"	"745364"	NA	NA
14786	"367298"	2	"367298+99479"	"2"	"201174"	"1760"	"85006"	"85021"	"367298"	NA	NA
14786	"99479"	2	"367298+99479"	"2"	"201174"	"1760"	"85006"	"85021"	"99479"	NA	NA
14790	"53457"	1	"53457"	"2"	"201174"	"1760"	"85006"	"85021"	"53457"	NA	NA
14796	"2805645"	1	"2805645"	"2"	"201174"	"1760"	"85006"	"85021"	"2805645"	NA	NA
14800	"136099"	1	"136099"	"2"	"201174"	"1760"	"85006"	"85021"	"136099"	NA	NA
14806	"622452"	2	"622452+83778"	"2"	"201174"	"1760"	"622452"	NA	NA	NA	NA
14806	"83778"	2	"622452+83778"	"2"	"201174"	"1760"	"622452"	"83778"	NA	NA	NA
14809	"317661"	1	"317661"	"2"	"201174"	"1760"	"622452"	"83778"	"317661"	NA	NA
14810	"33981"	1	"33981"	"2"	"201174"	"1760"	"622452"	"83778"	"33981"	NA	NA
14814	"85004"	2	"85004+31953"	"2"	"201174"	"1760"	"85004"	NA	NA	NA	NA
14814	"31953"	2	"85004+31953"	"2"	"201174"	"1760"	"85004"	"31953"	NA	NA	NA
14817	"419014"	1	"419014"	"2"	"201174"	"1760"	"85004"	"31953"	"419014"	NA	NA
14818	"196081"	1	"196081"	"2"	"201174"	"1760"	"85004"	"31953"	"196081"	NA	NA
14820	"1678"	1	"1678"	"2"	"201174"	"1760"	"85004"	"31953"	"1678"	NA	NA
14833	"1302778"	1	"1302778"	"2"	"201174"	"1760"	"85004"	"31953"	"1302778"	NA	NA
14855	"78448"	1	"78448"	"2"	"201174"	"1760"	"85004"	"31953"	"1678"	"78448"	NA
14866	"1686"	1	"1686"	"2"	"201174"	"1760"	"85004"	"31953"	"1678"	"1686"	NA
14887	"85020"	1	"85020"	"2"	"201174"	"1760"	"85006"	"85020"	NA	NA	NA
14888	"36739"	1	"36739"	"2"	"201174"	"1760"	"85006"	"85020"	"36739"	NA	NA
14889	"43668"	1	"43668"	"2"	"201174"	"1760"	"85006"	"85020"	"43668"	NA	NA
14901	"85016"	1	"85016"	"2"	"201174"	"1760"	"85006"	"85016"	NA	NA	NA
14902	"1707"	1	"1707"	"2"	"201174"	"1760"	"85006"	"85016"	"1707"	NA	NA
14903	"458839"	1	"458839"	"2"	"201174"	"1760"	"85006"	"85016"	"458839"	NA	NA
14920	"85022"	1	"85022"	"2"	"201174"	"1760"	"85006"	"85022"	NA	NA	NA
14922	"85017"	1	"85017"	"2"	"201174"	"1760"	"85006"	"85017"	NA	NA	NA
14924	"43676"	1	"43676"	"2"	"201174"	"1760"	"85006"	"85017"	"43676"	NA	NA
14927	"254250"	1	"254250"	"2"	"201174"	"1760"	"85006"	"85017"	"254250"	NA	NA
14931	"2756312"	1	"2756312"	"2"	"201174"	"1760"	"85006"	"85022"	"2756312"	NA	NA
14936	"157920"	1	"157920"	"2"	"201174"	"1760"	"85006"	"85017"	"157920"	NA	NA
14941	"145360"	2	"145360+60919"	"2"	"201174"	"1760"	"85006"	"145360"	NA	NA	NA
14941	"60919"	2	"145360+60919"	"2"	"201174"	"1760"	"85006"	"145360"	"60919"	NA	NA
14945	"1331736"	1	"1331736"	"2"	"201174"	"1760"	"85006"	"1331736"	NA	NA	NA
14947	"125316"	1	"125316"	"2"	"201174"	"1760"	"85006"	"125316"	NA	NA	NA
14948	"690565"	1	"690565"	"2"	"201174"	"1760"	"85006"	"125316"	"690565"	NA	NA
14952	"145358"	2	"145358+154116"	"2"	"201174"	"1760"	"85006"	"145358"	NA	NA	NA
14952	"154116"	2	"145358+154116"	"2"	"201174"	"1760"	"85006"	"145358"	"154116"	NA	NA
14956	"76833"	1	"76833"	"2"	"201174"	"1760"	"2037"	"2049"	"76833"	NA	NA
14960	"1069494"	1	"1069494"	"2"	"201174"	"1760"	"2037"	"2049"	"1069494"	NA	NA
14961	"28263"	1	"28263"	"2"	"201174"	"1760"	"2037"	"2049"	"28263"	NA	NA
14965	"1653174"	1	"1653174"	"2"	"201174"	"1760"	"2037"	"2049"	"1653174"	NA	NA
14969	"1654"	1	"1654"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	NA	NA
14989	"2767318"	1	"2767318"	"2"	"201174"	"1760"	"2037"	"2049"	"2767318"	NA	NA
14992	"2050"	1	"2050"	"2"	"201174"	"1760"	"2037"	"2049"	"2050"	NA	NA
14994	"2692113"	1	"2692113"	"2"	"201174"	"1760"	"2037"	"2049"	"2692113"	NA	NA
14996	"2529408"	1	"2529408"	"2"	"201174"	"1760"	"2037"	"2049"	"2529408"	NA	NA
15009	"85019"	2	"85019+1696"	"2"	"201174"	"1760"	"85006"	"85019"	NA	NA	NA
15009	"1696"	2	"85019+1696"	"2"	"201174"	"1760"	"85006"	"85019"	"1696"	NA	NA
15021	"273384"	1	"273384"	"2"	"201174"	"1760"	"85006"	"85019"	"1696"	"273384"	NA
15025	"1268"	1	"1268"	"2"	"201174"	"1760"	"85006"	"1268"	NA	NA	NA
15027	"32207"	1	"32207"	"2"	"201174"	"1760"	"85006"	"1268"	"32207"	NA	NA
15032	"57493"	1	"57493"	"2"	"201174"	"1760"	"85006"	"1268"	"57493"	NA	NA
15042	"57494"	1	"57494"	"2"	"201174"	"1760"	"85006"	"1268"	"57494"	NA	NA
15048	"1269"	1	"1269"	"2"	"201174"	"1760"	"85006"	"1268"	"1269"	NA	NA
15052	"1663"	1	"1663"	"2"	"201174"	"1760"	"85006"	"1268"	"1663"	NA	NA
15057	"1742991"	1	"1742991"	"2"	"201174"	"1760"	"85006"	"1268"	"1742991"	NA	NA
15063	"1742989"	1	"1742989"	"2"	"201174"	"1760"	"85006"	"1268"	"1742989"	NA	NA
15084	"1418588"	1	"1418588"	"2"	"201174"	"1760"	"85006"	"1268"	"1418588"	NA	NA
15094	"596707"	1	"596707"	"2"	"201174"	"1760"	"85006"	"1268"	"596707"	NA	NA
15095	"1742992"	2	"1742992+1742993"	"2"	"201174"	"1760"	"85006"	"1268"	"1742992"	NA	NA
15095	"1742993"	2	"1742992+1742993"	"2"	"201174"	"1760"	"85006"	"1268"	"1742993"	NA	NA
15145	"55968"	1	"55968"	"2"	"201174"	"1760"	"85006"	"85023"	"55968"	NA	NA
15157	"529883"	1	"529883"	"2"	"201174"	"1760"	"85006"	"85023"	"529883"	NA	NA
15158	"529881"	1	"529881"	"2"	"201174"	"1760"	"85006"	"85023"	"529881"	NA	NA
15162	"46352"	1	"46352"	"2"	"201174"	"1760"	"85006"	"85023"	"46352"	NA	NA
15167	"256818"	1	"256818"	"2"	"201174"	"1760"	"85006"	"85023"	"256818"	NA	NA
15168	"255204"	1	"255204"	"2"	"201174"	"1760"	"85006"	"85023"	"255204"	NA	NA
15172	"1705353"	1	"1705353"	"2"	"201174"	"1760"	"85006"	"85023"	"1705353"	NA	NA
15174	"33882"	1	"33882"	"2"	"201174"	"1760"	"85006"	"85023"	"33882"	NA	NA
15242	"110932"	1	"110932"	"2"	"201174"	"1760"	"85006"	"85023"	"110932"	NA	NA
15243	"1029631"	1	"1029631"	"2"	"201174"	"1760"	"85006"	"85023"	"1029631"	NA	NA
15250	"337004"	1	"337004"	"2"	"201174"	"1760"	"85006"	"85023"	"337004"	NA	NA
15254	"33886"	1	"33886"	"2"	"201174"	"1760"	"85006"	"85023"	"33886"	NA	NA
15263	"235888"	1	"235888"	"2"	"201174"	"1760"	"85006"	"85023"	"235888"	NA	NA
15268	"28447"	1	"28447"	"2"	"201174"	"1760"	"85006"	"85023"	"1573"	"28447"	NA
15271	"447237"	1	"447237"	"2"	"201174"	"1760"	"85006"	"85023"	"447237"	NA	NA
15273	"96492"	1	"96492"	"2"	"201174"	"1760"	"85006"	"85023"	"96492"	NA	NA
15275	"2034"	1	"2034"	"2"	"201174"	"1760"	"85006"	"85023"	"2034"	NA	NA
15306	"110934"	1	"110934"	"2"	"201174"	"1760"	"85006"	"85023"	"110934"	NA	NA
15309	"120212"	1	"120212"	"2"	"201174"	"1760"	"85006"	"85023"	"120212"	NA	NA
15311	"76634"	1	"76634"	"2"	"201174"	"1760"	"85006"	"85023"	"76634"	NA	NA
15314	"190323"	1	"190323"	"2"	"201174"	"1760"	"85006"	"85023"	"190323"	NA	NA
15319	"69578"	1	"69578"	"2"	"201174"	"1760"	"85006"	"85023"	"69578"	NA	NA
15329	"518733"	1	"518733"	"2"	"201174"	"1760"	"85006"	"85023"	"518733"	NA	NA
15331	"33877"	1	"33877"	"2"	"201174"	"1760"	"85006"	"85023"	"33877"	NA	NA
15339	"539000"	1	"539000"	"2"	"1239"	"186801"	"186802"	"539000"	NA	NA	NA
15342	"73918"	1	"73918"	"2"	"1239"	"186801"	"186802"	"539000"	"73918"	NA	NA
15343	"186807"	1	"186807"	"2"	"1239"	"186801"	"186802"	"186807"	NA	NA	NA
15348	"28033"	1	"28033"	"2"	"1239"	"186801"	"186802"	"539000"	"28033"	NA	NA
15351	"186826"	5	"186826+186806+33958+1578+1730"	"2"	"1239"	"91061"	"186826"	NA	NA	NA	NA
15351	"186806"	5	"186826+186806+33958+1578+1730"	"2"	"1239"	"186801"	"186802"	"186806"	NA	NA	NA
15351	"33958"	5	"186826+186806+33958+1578+1730"	"2"	"1239"	"91061"	"186826"	"33958"	NA	NA	NA
15351	"1578"	5	"186826+186806+33958+1578+1730"	"2"	"1239"	"91061"	"186826"	"33958"	"1578"	NA	NA
15351	"1730"	5	"186826+186806+33958+1578+1730"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	NA	NA
15352	"1737404"	6	"1737404+1737405+1570339+186814+68298+162289"	"2"	"1239"	"1737404"	NA	NA	NA	NA	NA
15352	"1737405"	6	"1737404+1737405+1570339+186814+68298+162289"	"2"	"1239"	"1737404"	"1737405"	NA	NA	NA	NA
15352	"1570339"	6	"1737404+1737405+1570339+186814+68298+162289"	"2"	"1239"	"1737404"	"1737405"	"1570339"	NA	NA	NA
15352	"186814"	6	"1737404+1737405+1570339+186814+68298+162289"	"2"	"1239"	"186801"	"68295"	"186814"	NA	NA	NA
15352	"68298"	6	"1737404+1737405+1570339+186814+68298+162289"	"2"	"1239"	"186801"	"186802"	"68298"	NA	NA	NA
15352	"162289"	6	"1737404+1737405+1570339+186814+68298+162289"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	NA	NA
15355	"2937909"	1	"2937909"	"2"	"1239"	"186801"	"186802"	"2937909"	NA	NA	NA
15358	"56112"	1	"56112"	"2"	"1239"	"186801"	"186802"	"2937909"	"56112"	NA	NA
15361	"36853"	1	"36853"	"2"	"1239"	"186801"	"186802"	"2937909"	"36853"	NA	NA
15365	"79206"	1	"79206"	"2"	"1239"	"186801"	"186802"	"2937909"	"79206"	NA	NA
15381	"3039167"	1	"3039167"	"2"	"1239"	"186801"	"3039167"	NA	NA	NA	NA
15390	"2937911"	2	"2937911+278993"	"2"	"1239"	"186801"	"186802"	"2937911"	NA	NA	NA
15390	"278993"	2	"2937911+278993"	"2"	"1239"	"186801"	"186802"	"2937911"	"278993"	NA	NA
15393	"3039168"	1	"3039168"	"2"	"1239"	"186801"	"3039167"	"3039168"	NA	NA	NA
15394	"44260"	1	"44260"	"2"	"1239"	"186801"	"3039167"	"3039168"	"44260"	NA	NA
15403	"862"	1	"862"	"2"	"1239"	"186801"	"186802"	"68298"	"862"	NA	NA
15408	"129957"	1	"129957"	"2"	"1239"	"186801"	"68295"	"186814"	"129957"	NA	NA
15413	"42837"	1	"42837"	"2"	"1239"	"186801"	"68295"	"186814"	"42837"	NA	NA
15414	"2937910"	2	"2937910+1562"	"2"	"1239"	"186801"	"186802"	"2937910"	NA	NA	NA
15414	"1562"	2	"2937910+1562"	"2"	"1239"	"186801"	"186802"	"2937910"	"1562"	NA	NA
15416	"2916693"	1	"2916693"	"2"	"1239"	"186801"	"186802"	"186807"	"2916693"	NA	NA
15426	"2282741"	1	"2282741"	"2"	"1239"	"186801"	"186802"	"186807"	"2282741"	NA	NA
15431	"191373"	1	"191373"	"2"	"1239"	"186801"	"186802"	"2937910"	"191373"	NA	NA
15432	"2867375"	1	"2867375"	"2"	"1239"	"186801"	"186802"	"2867375"	NA	NA	NA
15433	"2867376"	1	"2867376"	"2"	"1239"	"186801"	"186802"	"2867375"	"2867376"	NA	NA
15435	"909932"	2	"909932+909929"	"2"	"1239"	"909932"	NA	NA	NA	NA	NA
15435	"909929"	2	"909932+909929"	"2"	"1239"	"909932"	"909929"	NA	NA	NA	NA
15436	"1843490"	1	"1843490"	"2"	"1239"	"909932"	"909929"	"1843490"	NA	NA	NA
15442	"2375"	1	"2375"	"2"	"1239"	"909932"	"909929"	"1843490"	"2375"	NA	NA
15448	"112902"	1	"112902"	"2"	"1239"	"909932"	"909929"	"1843490"	"112902"	NA	NA
15449	"365348"	1	"365348"	"2"	"1239"	"909932"	"909929"	"1843490"	"365348"	NA	NA
15453	"1843488"	3	"1843488+909930+33024"	"2"	"1239"	"909932"	"1843488"	NA	NA	NA	NA
15453	"909930"	3	"1843488+909930+33024"	"2"	"1239"	"909932"	"1843488"	"909930"	NA	NA	NA
15453	"33024"	3	"1843488+909930+33024"	"2"	"1239"	"909932"	"1843488"	"909930"	"33024"	NA	NA
15458	"904"	1	"904"	"2"	"1239"	"909932"	"1843488"	"909930"	"904"	NA	NA
15460	"1843491"	1	"1843491"	"2"	"1239"	"909932"	"909929"	"1843491"	NA	NA	NA
15462	"158846"	1	"158846"	"2"	"1239"	"909932"	"909929"	"1843491"	"158846"	NA	NA
15464	"970"	1	"970"	"2"	"1239"	"909932"	"909929"	"1843491"	"970"	NA	NA
15466	"82373"	1	"82373"	"2"	"1239"	"909932"	"909929"	"1843491"	"82373"	NA	NA
15468	"52225"	1	"52225"	"2"	"1239"	"909932"	"909929"	"1843491"	"52225"	NA	NA
15483	"1843489"	2	"1843489+31977"	"2"	"1239"	"909932"	"1843489"	NA	NA	NA	NA
15483	"31977"	2	"1843489+31977"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	NA	NA
15488	"39948"	1	"39948"	"2"	"1239"	"909932"	"1843489"	"31977"	"39948"	NA	NA
15496	"906"	1	"906"	"2"	"1239"	"909932"	"1843489"	"31977"	"906"	NA	NA
15505	"29465"	1	"29465"	"2"	"1239"	"909932"	"1843489"	"31977"	"29465"	NA	NA
15519	"53433"	1	"53433"	"2"	"1239"	"186801"	"53433"	NA	NA	NA	NA
15520	"53434"	1	"53434"	"2"	"1239"	"186801"	"53433"	"53434"	NA	NA	NA
15525	"972"	2	"972+2330"	"2"	"1239"	"186801"	"53433"	"972"	NA	NA	NA
15525	"2330"	2	"972+2330"	"2"	"1239"	"186801"	"53433"	"972"	"2330"	NA	NA
15536	"1491775"	2	"1491775+42447"	"2"	"1239"	"186801"	"186802"	"1491775"	NA	NA	NA
15536	"42447"	2	"1491775+42447"	"2"	"1239"	"186801"	"186802"	"1491775"	"42447"	NA	NA
15538	"485256"	3	"485256+485255+375928"	"2"	"1239"	"186801"	"485256"	NA	NA	NA	NA
15538	"485255"	3	"485256+485255+375928"	"2"	"1239"	"186801"	"485256"	"485255"	NA	NA	NA
15538	"375928"	3	"485256+485255+375928"	"2"	"1239"	"186801"	"485256"	"485255"	"375928"	NA	NA
15540	"2770089"	1	"2770089"	"2"	"1239"	"186801"	"2770089"	NA	NA	NA	NA
15541	"2770092"	2	"2770092+499228"	"2"	"1239"	"186801"	"2770089"	"2770092"	NA	NA	NA
15541	"499228"	2	"2770092+499228"	"2"	"1239"	"186801"	"2770089"	"2770092"	"499228"	NA	NA
15542	"2770093"	1	"2770093"	"2"	"1239"	"186801"	"2770089"	"2770093"	NA	NA	NA
15547	"715221"	2	"715221+715222"	"2"	"1239"	"186801"	"186802"	"715221"	NA	NA	NA
15547	"715222"	2	"715221+715222"	"2"	"1239"	"186801"	"186802"	"715221"	"715222"	NA	NA
15549	"3071001"	3	"3071001+3071002+44000"	"2"	"1239"	"186801"	"3071001"	NA	NA	NA	NA
15549	"3071002"	3	"3071001+3071002+44000"	"2"	"1239"	"186801"	"3071001"	"3071002"	NA	NA	NA
15549	"44000"	3	"3071001+3071002+44000"	"2"	"1239"	"186801"	"3071001"	"3071002"	"44000"	NA	NA
15552	"301953"	1	"301953"	"2"	"1239"	"186801"	"3071001"	"3071002"	"44000"	"301953"	NA
15559	"28895"	1	"28895"	"2"	"1239"	"186801"	"68295"	"186814"	"28895"	NA	NA
15564	"1754"	1	"1754"	"2"	"1239"	"186801"	"68295"	"186814"	"1754"	NA	NA
15577	"1129771"	1	"1129771"	"2"	"32066"	"203490"	"203491"	"1129771"	NA	NA	NA
15581	"32067"	1	"32067"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	NA	NA
15592	"180162"	1	"180162"	"2"	"32066"	"203490"	"203491"	"203492"	"180162"	NA	NA
15603	"186804"	2	"186804+1266"	"2"	"1239"	"186801"	"186802"	"186804"	NA	NA	NA
15603	"1266"	2	"186804+1266"	"2"	"1239"	"186801"	"186802"	"31979"	"1266"	NA	NA
15607	"44258"	1	"44258"	"2"	"1239"	"186801"	"186802"	"31979"	"44258"	NA	NA
15617	"49082"	1	"49082"	"2"	"1239"	"186801"	"186802"	"31979"	"49082"	NA	NA
15620	"1155385"	1	"1155385"	"2"	"1239"	"186801"	"186802"	"31979"	"1155385"	NA	NA
15681	"36839"	1	"36839"	"2"	"1239"	"186801"	"186802"	"31979"	"1485"	"36839"	NA
15713	"33951"	1	"33951"	"2"	"1239"	"186801"	"186802"	"186806"	"33951"	NA	NA
15727	"2848916"	1	"2848916"	"2"	"1239"	"1737404"	"1737405"	"2848916"	NA	NA	NA
15728	"171003"	1	"171003"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"171003"	NA	NA
15730	"415014"	1	"415014"	"2"	"1239"	"186801"	"186802"	NA	"415014"	NA	NA
15731	"2042895"	1	"2042895"	"2"	"1239"	"1737404"	"1737405"	"2042895"	NA	NA	NA
15732	"1505664"	1	"1505664"	"2"	"1239"	"1737404"	"1737405"	"2042895"	"1505664"	NA	NA
15736	"2992718"	2	"2992718+165812"	"2"	"1239"	"1737404"	"1737405"	"2992718"	NA	NA	NA
15736	"165812"	2	"2992718+165812"	"2"	"1239"	"1737404"	"1737405"	"2992718"	"165812"	NA	NA
15738	"2992719"	1	"2992719"	"2"	"1239"	"1737404"	"1737405"	"2992719"	NA	NA	NA
15740	"1737406"	2	"1737406+41273"	"2"	"1239"	"1737404"	"1737405"	"1737406"	NA	NA	NA
15740	"41273"	2	"1737406+41273"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"41273"	NA	NA
15762	"543311"	1	"543311"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"543311"	NA	NA
15766	"165779"	1	"165779"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	NA	NA
15774	"543313"	1	"543313"	"2"	"1239"	"186801"	"186802"	"543313"	NA	NA	NA
15780	"390805"	1	"390805"	"2"	"1239"	"186801"	"186802"	"31979"	"390805"	NA	NA
15784	"114627"	1	"114627"	"2"	"1239"	"186801"	"186802"	"31979"	"114627"	NA	NA
15787	"69894"	1	"69894"	"2"	"1239"	"186801"	"186802"	"31979"	"69894"	NA	NA
15790	"89958"	1	"89958"	"2"	"1239"	"186801"	"186802"	"31979"	"89958"	NA	NA
15796	"1913599"	1	"1913599"	"2"	"1239"	"186801"	"186802"	"186804"	"1913599"	NA	NA
15799	"186831"	1	"186831"	"2"	"1239"	"186801"	"186802"	"186804"	"186831"	NA	NA
15802	"1481960"	1	"1481960"	"2"	"1239"	"186801"	"186802"	"186804"	"1481960"	NA	NA
15805	"214904"	1	"214904"	"2"	"1239"	"186801"	"186802"	"186804"	"214904"	NA	NA
15807	"1257"	1	"1257"	"2"	"1239"	"186801"	"186802"	"186804"	"1257"	NA	NA
15814	"1505652"	1	"1505652"	"2"	"1239"	"186801"	"186802"	"186804"	"1505652"	NA	NA
15819	"1849822"	1	"1849822"	"2"	"1239"	"186801"	"186802"	"31979"	"1849822"	NA	NA
15820	"1501226"	1	"1501226"	"2"	"1239"	"186801"	"186802"	"186804"	"1501226"	NA	NA
15827	"543314"	1	"543314"	"2"	"1239"	"186801"	"186802"	"543314"	NA	NA	NA
15842	"86331"	1	"86331"	"2"	"1239"	"186801"	"186802"	"543314"	"86331"	NA	NA
15844	"216572"	3	"216572+1263+35829"	"2"	"1239"	"186801"	"186802"	"216572"	NA	NA	NA
15844	"1263"	3	"216572+1263+35829"	"2"	"1239"	"186801"	"186802"	"216572"	"1263"	NA	NA
15844	"35829"	3	"216572+1263+35829"	"2"	"1239"	"186801"	"186802"	"216572"	"35829"	NA	NA
15870	"1508657"	1	"1508657"	"2"	"1239"	"186801"	"186802"	"216572"	"1508657"	NA	NA
15882	"216851"	1	"216851"	"2"	"1239"	"186801"	"186802"	"216572"	"216851"	NA	NA
15885	"990719"	2	"990719+990721"	"2"	"1239"	"186801"	"186802"	"990719"	NA	NA	NA
15885	"990721"	2	"990719+990721"	"2"	"1239"	"186801"	"186802"	"990719"	"990721"	NA	NA
